x,y,cluster,term,genes,cluster_label
6.898602,9.135842,Cluster 0,SARS-BatSRBD 36Hour GSE47960,PTPRN2 HOMER3 ENTPD6 PCGF3 CD3EAP MFSD10 CHFR PML LARP6 LOC100507022 RRAGA ZNF839 ORAI3 CEP89 OPTN PI4K2A STX16 ITIH4 USP6NL HERC2P2 KDELR2 COL12A1 NTN1 BAIAP2L1 ACTB C4B RAB11FIP1 LSM12 MICALL2 CHST11 PIP4K2A E2F4 CHST15 CCNL2 HES4 CCNL1 RFFL ABCA2 APOBEC3D ZBTB7A PRKCI PHC2 SLC34A2 TNFSF13 TOP3B MANF MYO5B NR0B1 HLA-E ERVH-4 FERMT1 EHD2 VANGL1 FAM220A EIF5 HOXB2 TSPYL5 LPGAT1 LOC202025 MAGED1 ZNF251 CTBP2 MAPKBP1 PIEZO1 MUS81 NEDD4L TSKU C3 PTDSS2 ZC3H12A RASSF4 RUSC2 MICAL2 GOLGA2 CCRN4L IER2 JUNB ARGLU1 AKIRIN2 JUN SEC13 DUSP4 LEPRE1 NSUN5 DUSP1 MYOF HEG1 VEGFC TMC6 TRMT1 DUSP7 SUMF2 INF2 CLDN15 BHLHE40 FJX1 TLR6 CC2D1B SLC44A4 FLII STRAP TMEM185A ABHD2 ADM LITAF ADRB2 DPH2 NKIRAS2 MED10 MPZL1 TIMP4 RRS1 C11ORF24 RAB6A MPP3 EGLN3 FOS AEN CIT MYO9B TMEM61 GCFC2 TJP1 COL4A1 B3GNT7 UBE2V1 ENGASE DBN1 FOXA2 ZNF692 TRAF3IP2 PYGL SRA1 NUDT4 FAM127A SCAMP5 NDST1 FAM182A NCS1 GPNMB MPRIP MGAT5 FADS2 CD55 HS3ST1 UBE2H TOR1B TLE1 TMEM178B ZBTB17 HCG4 PUS1 OCRL ARID3B TAP1 UCKL1 THNSL2 ATP11A YIF1A NRBP2 FOXP1 TANC2 RAB34 UBE2Z MAPKAPK2 PKP2 ADAM8 FAM8A1 ST7-AS1 ITPRIP PPP1R15A PLOD3 CDH3 NSD1 NACC2 CAPN2 PMPCA DENND5A SLC16A3 PHLDA2 MAP3K5 TBC1D16 HLA-DOA SMAD3 C17ORF89 CHPF2 ATP8B2 RBPMS DDX55 CTPS1 MESDC1 DIAPH1 TRNP1 DDAH1 MAFG CDC42EP2 BMP2K PHPT1 CCDC130 EIF4G3 RNF166 MDM2 LRRC59 KIAA1191 COL17A1 TUBGCP2 ROGDI SLC2A1 FBXO27 GSTT2 SIRPA CHMP1A PDZD8 KDM4A SLC37A1 NSUN5P2 SUN1 ATP13A1 LAMB3 NFKBIZ PYCR2 WIPI1 URB2 PTPN14 BAIAP2 DNM2 NFKBIA SGK223 PEX6 NF2 MAGIX CDR2L CUEDC1 KDM5B YWHAG LOC390705 PYCRL CELF1 ILK TNFAIP6 USP35 POMT2 LAMC1 CHD7 PTPN21 CXCL2 TNFAIP2 AGPAT3 SYNGR2 MDK MARVELD2 DENND3 LOC100287015 BDKRB1 UBE2Q1 ME3 AMICA1 RHBDF2 PLEKHG2 CPT1B LRRC8A AMT MAPK1IP1L KCNK15 SYT17 TBC1D9 OXSR1 LSS KIAA0232 SGPP2 EVC ASXL1 SNTB1 CDC34 REST ZNF618 CRY2 P4HB SPRY2 INA RGS12 B4GALT7 SMAP2 CSNK1G2 CEBPB WDR1 TCP10L ECE1 C1ORF132 PIK3CD HDAC7 THBS4 SEPT9 SPRED1 ZNF608 KYNU EPS8L2 NRCAM POLG SLC25A25 ,sars/cov/0hour
8.202194,8.720599,Cluster 0,SARS-BatSRBD 12Hour GSE47962,PRELID2 PCGF5 ZNF283 ADHFE1 OXSM GOLPH3L SRRM1 NECAP1 SLC5A8 HSBP1L1 SLPI ACOT2 RPL28 ALPK1 ZNF274 PGAP3 STXBP3 PARN MSANTD4 CISD1 GPATCH4 TPTE SLC5A5 UHMK1 UGP2 GPBP1 DHX35 CDC27 MXI1 CYP2D6 C10ORF54 PABPN1 LOC100507131 LUC7L RPLP0P2 RPL19 PTGDR KLF11 NAPSB MIRLET7BHG ABT1 ALG8 ZRANB1 TNNC1 SYNRG RASSF9 CYP4F8 ZNF14 GPR137B ZNF16 GIGYF1 RNF144B PTP4A3 ZZZ3 PIK3R1 TMEM99 SNHG12 TDP2 CWF19L2 CCDC64B SFXN4 ITPA RPS20 CHST4 PTGFR ZNF131 BAZ2B MGST1 NAGPA RBPJ SULT1A2 BLOC1S5 HIST1H3A C19ORF33 GOLGA1 ALKBH2 ZNHIT6 NFU1 EPC1 PLCG1 TNFSF10 RPL38 LIPT1 HACE1 ZNF486 BTN3A2 RMI1 TSC22D1 C1ORF27 KLHL2 NBPF11 TMEM177 KITLG NFX1 CCDC6 PIGM MKRN9P ARHGEF9 TMEM106B ZNF234 DDR2 ZNF594 WFIKKN1 ZNF518B AEBP2 POU5F1P3 MED19 FXR1 MRPL40 AUH MAGT1 MED11 ZNF107 FAM192A TIGD2 SUZ12 MAMDC4 FMO5 ETAA1 LCE2A PSMA1 WAC TCAP DLD RAD1 OAT MAGEH1 SFTA3 ANKRD13C ZNF573 CDKN1B PHF6 RPLP2 CLINT1 OVCA2 GRAMD3 ING3 FAM102B PSMB6 OPHN1 AIFM1 TMEM38B ENOPH1 SRSF10 ZNF200 ZNF562 BRPF1 GCA RPS9 KLHDC2 CYBRD1 KLHL24 SEMA4G LIFR TMEM251 NEAT1 SLC9A6 ILVBL C6ORF25 TMX1 DMTF1 STEAP2 MPHOSPH8 ZNF552 ZNF671 ZNF550 ANKRD36 UBE2D3 SLC1A3 UBE3A CWC25 ARID4B FAM214A ZNF8 GGA2 PCNP CAPN8 PTAR1 GPC2 NTF4 SLC16A7 ANKRD36BP2 ZNF548 PMPCB RBBP7 DCLRE1A MAP2K4 IDH1 RAB4B FANCL SMAD1 TMEM120A UROS ARID5B KRT32 TMEM230 RNF169 ARHGAP12 ZNF92 GCLC RFXAP TRAF6 GNAQ ZNF418 MATN4 VIL1 ANKRD17 PYROXD2 FBXO28 PMS2L2 ZFP62 PDS5A PPP1R9A UQCRH PHYHD1 EBP FNTA FAM162A FPGT NARS CEP350 ZKSCAN5 PLS1 RBM17 GPX1 MKKS RBM18 EGFL7 GLYATL2 KCNIP2 HSPA5 HMGCS1 MUM1L1 PPP2R5C NAV1 DTNBP1 NUP133 ATP5F1 SEPT6 DNAJC4 CUL4A SP3 NDUFS7 MFAP1 RPL37A SCGB3A1 ACO1 LOC257396 HP1BP3 ATP5S TTC27 MCTP2 RTN2 NUFIP2 NDUFB8 AASDH WHAMM ASH1L-AS1 DDX46 CLCNKB DBI RPF1 DUSP12 MGC16025 SPAST C14ORF28 ZNF502 MDN1 TNPO3 KDM6A NDUFA8 MUT ATP2B3 FNDC3A KCTD6 PFKM RAB15 DAAM2 ALDH1A1 EIF3K ANAPC4 EIF3H LNX1 RERG USP16 MCM8 C2ORF69 C1ORF132 ETFB RPL10A NR3C2 ACRC NR3C1 CCDC28B NT5DC1 GK5 AP1G1 ALDH2 TAS1R1 HNRNPA3 ,sars/cov/0hour
7.415959,9.331021,Cluster 0,SARS-BatSRBD 24Hour GSE47960,SS18L1 HEXIM1 IFRD1 ARL16 PCGF3 BSDC1 SCRIB MFSD10 SMARCA5 NISCH NEURL4 TEF LOC100507140 ENTHD2 HNRNPD UPRT ZNF710 LINC00087 TBC1D9B EHF ZNF274 HERC2P2 PPP1R35 AKAP8 LRP5 RNF114 PRPSAP1 ANTXR1 ZNF707 C7ORF34 MSANTD2 ALOX5 STAT6 APBB3 DENR HES1 CCNL2 MTA3 LOC100508226 CCNL1 FZD2 VPS9D1 DTNB SLC6A14 NR1D1 TERF1 FOSL2 GIGYF1 BANK1 SNHG12 ZFAT PTGES NMT1 ZNF133 FAM89B PKI55 DCUN1D2 PGBD2 NDUFB2-AS1 ZBED1 TMEM8B IER3 AKIRIN2 MYBPC3 SEC13 GABBR1 LEPRE1 SNORA70 NCOA7 H3F3A TMEM198B GPBAR1 C9ORF89 CARD6 INF2 DKFZP434F142 ABCC10 PDIK1L BHLHE40 UBAP1 CCDC6 FXYD6 DEPDC5 EXOC3 COL18A1 ARF1 ACY3 ZC3HAV1 CLTA AEBP2 ECHS1 METTL21B MTDH BBC3 DUOX2 PPP3CB ZMYM2 RHPN1 EBLN2 GPRASP2 PACSIN1 COL23A1 ANO9 ANO7 SLC39A13 LDOC1 HSFX1 LCE2C PDP1 HNRNPH1 IGLL1 JMJD7-PLA2G4B ZNF217 CACTIN PTPRCAP SLC29A2 SRFBP1 ENGASE NPDC1 SLC29A3 VMP1 ATP6V0CP3 ROBO3 ROBO4 DEFB129 C17ORF59 FAIM2 XPO1 ALS2CL ZFYVE27 MTG1 XPO6 SLC17A9 ARIH2 CHML ZSWIM5 GABRE ZSWIM6 ANKRD13B CD55 SEMA4B HS3ST1 RNF44 ATHL1 UBE2I CTNNBIP1 CRYBB2 CPSF4 ALG12 MUC3A LOC389906 PUS7 TICAM1 NEAT1 CDC25B HIC2 MADD OLFM2 DOK3 PLOD1 ATG16L2 DMTF1 SPNS2 SLC25A32 NPTXR SRSF6 PVRL2 ST7-AS1 ZNF550 NOL3 CCDC149 MPV17L2 ZFP36L1 FAM129A UBE3A ARID4B PRKY SLC1A7 RCHY1 FAM214B CAAP1 CXCL16 KIAA0513 PURB ITPRIPL2 LAMP2 CAPN8 RAB24 C1RL HSF4 IGFLR1 MAP3K7 SLC16A3 EMC8 IGF2R TMEM132A SMAD1 ARID5A TTC32 KCNAB2 MED26 HGS SYNJ1 CDC42EP4 MAP7D1 LCN2 TAB2 TSNARE1 RAD9A ZNF532 PXK SLC38A10 LIN7B MAEA HID1 NPEPPS CHAF1A CNN2 DEAF1 BAG3 COL4A3BP EIF4EBP2 TMEM109 PIM1 EVI5L AP5S1 ZNF646 PIM3 BMF COX14 TRIM66 CMTM8 TRIM62 EGFL7 ARAP3 EIF2AK3 PPP2R5B ETV3 CDC42BPB NPEPL1 NUP50 CLCN6 JMY RCN1 BCL3 ATG4B PLCH2 ITGA7 TNFRSF25 QRICH1 LAT HP1BP3 GPSM3 NLGN2 NUFIP2 STOML1 FBLIM1 AGAP3 HUS1B ITPR3 CXCL2 FOXK1 ADAMTS13 DUSP16 FBXO42 TTC28 RRP7B METTL13 DUSP12 SYNGR2 HEBP1 KDSR UQCRFS1 D2HGDH IP6K3 TCFL5 CPT1B EYA2 SYT17 LYSMD1 POMGNT1 PNKD DDIT4 LOC100506031 TRIB2 ZNF610 HCN3 CBLL1 SNAP47 TSEN34 LOC284837 LINC00342 ACADVL KIAA0895L C1ORF132 CLN8 SEC61A2 TRA2B C8ORF60 ILKAP ,sars/cov/0hour
7.645783,10.941783,Cluster 0,icSARS-Cov Day4 GSE50000,UNC13C CACNA2D4 SOX14 TSPEAR MYO7B SFRP5 THEG SST C10ORF62 SCN10A SUB1 ASB7 ENTHD1 TRIM15 OR6C6 FSIP2 ALDH8A1 CPVL STX1B OR5AK2 PANK3 AHCYL2 JRK TTLL10 HOXB1 CRABP2 AQP8 EXOSC7 C16ORF90 ZDBF2 FSD1 IGLON5 MUSK NKX2-6 ATP6V1E2 BSN GPR156 CALN1 RNF112 NTSR2 MS4A10 TMEM184A ANKDD1B XRCC5 TNFSF15 SLC6A18 GML OR5P2 C9ORF64 FERMT1 OMP GJB1 BCAM CLPS STRC TAGLN2 OR2A14 ACTL7A TSKS CRHR1 NPFFR1 SLC22A7 OXTR SLC22A6 TTYH1 ACSM1 LYPD4 SLC6A1 ABCA13 DMBX1 T MICAL2 GALR2 GJA10 TNFSF10 PRIMA1 HOXC8 CCDC96 FOXD2 FCRL6 MAGEE2 GABRA5 PKDREJ LHFPL5 MRPS2 CSHL1 SORCS1 TYR TMCO2 PHOX2B KBTBD4 RNF148 CLDN16 MPPED1 CCDC7 TFF3 OR4C6 GPR123 SERPINA12 TENM1 PCSK2 KPRP RET GABRB2 TMED10 C5ORF47 SLC44A5 OR8K3 SLC35F4 IGSF3 KLK6 WNT8B HNF4G IQGAP1 KLK9 C20ORF85 GJC3 CAMKV ATP6V1G1 NANOS3 PSD TPTE2 EN1 OR1L8 ACOT12 OR10G4 HSBP1 OR5T2 ANO2 SLC22A25 AGBL4 CYP21A2 OR4A5 DSCAML1 NEUROG2 TMEM229A IL17B MYT1L MEI4 TCF20 QRFP ABCC12 EFCAB9 HOXD10 PTGS2 FADS3 TAF7L SPTLC2 DMBT1 SRP54 CTNNA2 CSMD2 UVRAG TFAP2B KIRREL2 CD164 SEPT12 CRYBB2 LRRC63 TJAP1 CDKAL1 POU4F3 ERN2 OR13C8 MSH4 LRFN2 CHRNA2 OR6K6 OR5AR1 SLC1A2 IHH GPR62 NALCN SLC1A7 HOXA13 NPAS3 CEP128 C1ORF234 CDH7 CLEC3A PROKR2 C1ORF105 BCL2L10 NLRP5 SLC39A7 BANF2 ZNF426 ADORA1 TECTA FGF22 C8ORF46 SLC30A3 NONO GFAP TDRD6 DDX51 FBXO34 DUPD1 SCRT1 LOC730159 LHX3 FGF19 CLRN1 MUC20 GPR101 SPRN REG1A DPP10 VCP KRTAP24-1 FBXO28 MAGEB16 REG1B CACNA1E LRIT1 TRHDE MMP21 CPLX4 TMEM222 RIMS4 C6ORF222 TNFRSF8 THEM5 TRIM66 ZKSCAN2 VWC2L HSP90AA1 CACFD1 APOA5 DHCR24 UTF1 VSTM2L APOA1 NDUFS6 SP7 ATG4D QRICH2 SERPINI2 PAPPA2 ALPI KCNK4 FAM60A L3MBTL4 OR4K5 OR1E2 ONECUT1 HSPB9 UBA5 C4ORF36 CYP3A5 DUSP15 MFSD9 UNC80 SLCO1B3 ADAMTS18 LBP OR12D2 WNT1 TAS2R1 TAC3 IMPG1 FGA DRD5 CEACAM18 ATF7IP IRX6 UGT1A1 OR5L2 ZIC5 KCTD4 NPHS1 ASPG SLFNL1 ASXL3 TAF7 ZP1 FOLR2 USP27X RTP2 PKD1L2 FHL5 PIK3C2B INS TTR FAM154A AP4M1 ZIC3 OR1S1 GRM7 OGDHL SIX3 TAS1R1 PGM3 EPS8L3 PDE6C UPP2 BCO2 POLR2L RBM6 MSMB ,sars/cov/0hour
7.6655555,9.474311,Cluster 0,SARS-BatSRBD 60Hour GSE47962,SLC35A4 CKMT1B BSDC1 MRPS18A C9ORF40 C20ORF24 DDX39A SCO2 SPINT1 RPL28 PREB TRIM11 CGGBP1 KDELR1 WBP2 CPNE5 SP100 SLC46A1 PDXDC1 LRP6 LMF1 TRMT2A TOB1 TSEN54 UHMK1 RNF114 FAM120C LOC100128288 RPL15 TCEB3 STAT6 FAM63A HES1 EXOSC2 N4BP1 APOL3 BRICD5 NGFR INSR VPS9D1 C5ORF38 FZD5 SURF6 EAF2 ALG3 RASSF9 VPS13A TMEM198 HLA-E ARFGAP3 FA2H SLC6A6 MSRA RNF207 TTLL12 SFXN2 RPS23 FARSA RAB40AL RPS2P32 RPS25 NMT1 SLC35D2 ANP32A GDE1 LGALSL MTMR9LP DCUN1D1 TMEM186 ALKBH4 IQCH-AS1 SNRNP70 MYO18A LGALS9 KIAA0319L STAT5A AGFG2 BTN3A2 CHKB NBPF9 BTN3A1 OFD1 AKR1A1 UBE2G2 AP3B1 C9ORF85 C6ORF62 CTTNBP2NL GOLGA2P5 TOMM40L LOC100287525 RCCD1 EXOC3 CSRNP1 ARF1 MRPS15 MAGEF1 NOXO1 MRPS11 MRPL35 PQBP1 TOR1AIP1 AACS AUH ZMYM5 RRAS2 NDNL2 GSE1 SAFB2 PCK1 CIC ZNF587 PARP6 CBR1 AKR1C3 MRPL46 FAM213A RSL1D1 PER2 DHRS7 SLC29A2 SF3A1 SIPA1 ARF6 NPDC1 FOXA3 TRUB2 DHRS13 PRICKLE3 SRA1 DERL1 ZDHHC3 OVCA2 ASGR2 SERP1 ZSCAN30 SPTLC2 MTG1 SULT1E1 PPP1R8 RAB8A MGAT3 LDLRAP1 IKBKG FBXW5 TLE3 PRM3 UBE2I GPT2 SARS DNAJB14 TJAP1 LMO7 TYROBP CHERP GRHL2 TMEM251 SNRPA PCP2 FAM185A S100A6 UBE2K MPHOSPH8 UBE2M ZNF433 ZNF552 SUPT6H ATF6B CCDC149 UBE3A UBE2D2 RFNG RBMXL1 LOC100272216 CLEC3B SH3TC1 LAPTM4B RAB24 CASKIN2 SLC16A7 GPBP1L1 ACSS2 TXNL4A SWAP70 SREBF2 NACA2 MED28 PGD PYGO2 TFDP1 NAT9 TMEM115 NACA MLXIPL REEP3 ESAM MALAT1 CHMP7 ZNF655 CHMP6 PFKFB2 RAB3D CALCOCO2 ZNF512B C15ORF61 NR4A1 CDC14C GYLTL1B RAB43 COBLL1 CHMP1B ZKSCAN4 CDH24 CAMTA2 PIM3 MLKL TRIM68 PTPN18 PPP2R5C OSGIN1 CCZ1 MARCH9 IRF2BP1 PJA1 TTC19 ACVR2A RABEP1 SP1 SP3 HOOK2 ATG4D NDUFS2 ZNF513 ACO1 MTRF1L H6PD NLGN2 GMPS FBXO46 DTX4 ARHGEF10L LRRC16A FBXO42 MLLT6 NT5C2 RAI1 SYNGR2 LOC100506123 CCDC85C C17ORF100 IP6K2 TRIM44 TNFRSF14 ATF7IP CEACAM19 KRT71 TRIM41 DDX17 MMAB NDUFA6 RNASET2 ARNT ZNF181 HAUS4 DDX11 ZNF300P1 MUT HAUS7 MYO19 KLF5 BCS1L SUOX KLF3 RAB12 WRAP73 IMPDH2 TRIM38 SNRNP48 LOC100287704 SLC25A12 HCN3 GCOM1 ZMYND8 CEBPB LINC00342 RNF13 MCM8 PRR4 ATP5G3 USE1 FOXRED2 GPHN GK5 ALDH2 POLR2D POLR2F TRIM28 CSK FBXO9 IDH3B ,sars/cov/0hour
7.652542,10.971055,Cluster 0,SARS-BatSRBD Day4 GSE50000,TUB OR8H1 CACNA2D4 ARMC8 OR2L2 PLEKHA8 MAPK8IP2 ZFYVE16 RFX7 ZSCAN20 ASPHD2 SERBP1 ENTHD1 OR4C16 ZNF830 STX1B OR5AK2 PGAP1 SPRR3 AHCYL2 ZNF274 GLS OR52L1 DHX33 SV2C PIP4K2B ANKS1B NKX2-4 N4BP2 RNF112 LMAN1L SLC6A18 GML ST6GAL1 GINM1 EDEM2 VPS13B NMBR OR4N2 GJB1 PHF20L1 OR7C2 CES3 CELA3B SLC22A7 NPFFR2 PDE1C DQX1 SLC22A2 NR2E1 DAZ2 ABCA13 TMEM186 IPO11 GSPT1 CYP27B1 RASSF4 GJA10 RPL39 PUSL1 OR8D2 CCR10 GABRA1 USP9Y MYOG TMEM43 SORCS1 IGFN1 KLK11 OR1N2 PHOX2B ITPKC LETM1 PRPF18 RAPGEF6 OR4C6 MIXL1 SGK1 OR4C3 KPRP CCDC101 TMED10 FASTKD1 SLC44A5 ZCCHC11 OR8K3 SDCCAG3 IQGAP1 UMOD CTCF SERPINA5 MRPL34 CAMKV DNAJC5G RPS27A PSD NANOS1 MGMT IFNGR1 OR10G2 GPR1 EN1 C1GALT1 MRPS21 SYVN1 OR51M1 LDOC1 KIR3DL3 RANBP6 C6ORF163 OR5T2 ANO2 SLC22A25 C10ORF82 HNRNPH2 GHRH DSCAML1 NEUROG2 TMEM229A RP1L1 OR7G3 OR9K2 MYT1L OGG1 MEI4 ASIP GPR45 OR11H4 TCF20 OR2M3 ABCC12 FSTL5 TAF7L PLAGL2 EFCAB3 PCGF1 GPR139 UVRAG KLHDC3 RAB2A CHRNB4 OR2D2 ARHGEF37 PCDH8 HSD3B2 BTN1A1 B3GAT1 TJAP1 GRIN1 THNSL1 MTNR1B MSH4 MSH5 CNTN2 DENND4A PHIP DSC1 OR13C3 CHRNA2 OR6K6 SERTM1 CRTC2 OR5AR1 IHH CLU SLC1A7 JAKMIP2 C1ORF234 CDH7 SCUBE3 GOLGA7B TMEM247 LOC102724657 BCL2L10 NLRP5 SLC39A2 FGF22 SLC30A8 SREBF2 BIVM ACBD5 NONO TRAPPC8 HPS3 INHBE GFAP MAFA SCRT1 TRAF5 APPBP2 SPRN PNLIP SYAP1 REG1A FAM49A PXK PCDH11X POGK KLHL18 MAGEB16 CACNA1E ARHGAP17 GPR82 TRHDE RASGRP4 FGF6 RPTN CCNB3 KCNV2 SLC15A4 ATP6V1F ZC3H14 PLS3 VWC2L ZFHX2 TTC13 SVOP CADPS DNMT3B EIF2AK3 APOA5 SLC4A10 APOA4 USP29 IL2 CATSPERB IRAK1BP1 CPS1 PIP AKNAD1 QRICH2 SERPINI2 MAN2B1 SLC26A5 OR10A5 R3HDM1 B4GALT3 L3MBTL4 OR52H1 OR1E2 DTX2 GTDC1 SAV1 MFSD9 AFF1 UBE2Q2 MFSD1 C17ORF100 DRD1 OTX2 MAN1A1 TAS2R1 MCL1 DRD5 CEACAM18 MBTPS2 DCC SLC13A5 CHUK APOC4 KCTD4 SGCZ LEMD3 TIAM1 MYO1E KLF8 NPHS1 VAPA SLFNL1 ASXL3 DCX PTX4 INA KCTD16 CSNK1G3 MYO1H CNTNAP5 RBM27 ZNF175 RTP2 CXORF23 TM2D1 OR5K1 PKD1L3 UROC1 SLC5A11 INS ADD2 FAM154A ARL13A MTPAP GRM7 OR13D1 PGM3 EPS8L3 MAPK1 CHCHD2 ILKAP UBQLN4 NCK1 ,sars/cov/0hour
9.206609,8.937647,Cluster 0,A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB2-627E 3Hour GSE43203,RBFOX1 PRELID1 SP110 TAS2R10 NPFF RUNX1 LAMB2P1 PNMA3 SMARCA2 DCLK1 SMARCA5 MALL POM121L4P CYP2C9 AMZ2P1 LOC100507140 RFX5 LEP UBAP1L FAM76B ERVW-1 CDO1 RAN EPHA3 TES MTPN CNTF ZNF274 FRMPD4 SERPINE3 EI24 ZNF271 AKAP9 AVIL LOC646626 UQCR11 ADARB2 SZRD1 CD2AP HES1 CALN1 ZNF268 LINC00672 PHC2 PLA2G4F XRCC3 HSPA12B OVOL1 ANK2 IFFO1 FOSL2 CTAGE1 EIF5 CTAGE5 SNHG11 GJB7 TAGLN3 VGLL3 OR6A2 TXK CREBRF WFDC1 JMJD1C NEDD4L ZNF23 IKZF2 GCC2 IFIT2 SLC30A10 IFIT1 RBPJ CD1A FAM120AOS SOX2 ZC3H12A TSPAN5 MAGEC2 AMZ2 GARNL3 BARD1 GSTM2 JUN MAGEE2 RMI1 ITPK1 KRT13 LYRM2 LYRM7 SLU7 MKRN9P TMEM106A CLIC6 TPH2 FASTKD1 TMPRSS9 TMPRSS6 SUV39H1 HBD ZCCHC17 SHB KRT20 METTL21C FXR1 MIS18BP1 ST8SIA5 CTLA4 RPS15A TINAG ZNF585A EGLN1 CGREF1 MBNL2 MAP4K1 SLC35G5 C1GALT1 IGIP TCAIM PROX2 NFIA LOC157562 PARP8 MAP1A MKLN1 RYBP ADAM18 KIAA1715 STK17B A4GNT NFIC TMEM229A ERRFI1 MAGEH1 MRPS35 FMN2 PODNL1 C16ORF72 IFIH1 SMCHD1 LOC100129397 CTNNA2 IFNB1 LOC100506548 GC ARIH2 BRD9 GPR135 SRSF10 REV3L KLRAP1 PHLDA1 MAP3K1 GCA TPM3 EIF1AX RPS7 BTN1A1 BTNL2 MID1 RAB30 TANC1 CXCL10 OLFM3 BFSP2 LGSN CNOT4 PHIP ZNF678 FIGF KCNG4 RNMT PPP1R15A ASB14 UBE3A UCP1 UBE3B TBRG4 RUVBL1 BAHCC1 C18ORF49 PDPN RBBP6 HAS1 SLC16A7 SLC16A9 ZNF547 USP47 SLC38A2 CASR MUC19 UNQ6494 NBEA PDCD6IP IBTK FANCE DNAJC19 RNF168 ZNF92 MXD1 CDY2A CDH13 PIN1 UTP23 ANKRD12 RIF1 LOC220077 ARL2 CACNA1D FGF2 CCDC144A TGM2 NIPBL FNTA PI3 UGT3A2 CCDC11 ZNF525 ZNF644 PDZD9 MAP2K6 RBM17 CRYGS GLYATL2 DIS3 MYOCD PYCR2 GPX8 OLIG2 SGOL1 SPTB MYH1 BCL6 AKT1S1 LCP2 BMPR2 L3MBTL4 FECH NUFIP2 CNTNAP1 ZC3H6 DNAH8 LEAP2 MTIF2 CXCL1 CYP3A4 CHD2 TROVE2 RPF1 SAV1 IDI2-AS1 ERBB4 NRIP2 ZNF506 CEP290 OR51E2 NLGN4Y ADRM1 KCTD1 MND1 KLF3 THAP2 CHIT1 EHBP1 PPM1B PNKD KLF6 VAPA C1D ZNF738 CLDN8 ZNF616 TAF7 ASPA CTXN3 GCOM1 BLZF1 CCDC168 SEMA3A HDAC4 SYCP2 CCDC169 PTEN PPM1K ECE2 ACRC PPM1G OASL SCRN1 LEPROTL1 VSIG1 CCL5 TRA2B MAN1C1 VAT1L DCAF10 ADAMTS9 UPP1 C2ORF61 KLRG2 ADAMTS8 SCYL2 ,sars/cov/0hour
