x,y,cluster,term,genes
6.2101455,5.6188827,Cluster 0,SUBTHALAMIC NUCLEUS,FAM47E-STBD1 CPT1C CHCHD7 MC4R CLNS1A YWHAE ZNF658 PON2 GOT2 ABCF3 MRPL11 DNAAF1 CYB5D2 CELF6 PLLP RAB2B AKAIN1 GALNT11 GJB1 NECAB2 SHISA6 CFC1 CFLAR ETV3L KRBOX1 WNT10B TAFA5 LPAR6 SEPTIN4 RAB5A PKIB UQCRC1 GNPDA2 CENPN PRG2 METTL18 EXOG HAUS8 RCVRN ATP5MC3 CIART NGLY1 OAT SERINC1 PPIA PHF6 BEST1 MTHFR UTP11 SERPINI1 UBE2A RGS19 ZNF195 COQ6 HLA-B TAF11 TUSC2 BASP1 PABPC5 ACOT7 FDFT1 DDOST CKB GAP43 WDR5B PLEKHB1 CXXC1 BCL7B UPK3B RALYL PSMD10 WNT4 DNAAF4 SMIM17 DYNLT3 ASMT TMX1 TRH
6.872946,5.604498,Cluster 0,THYROID CANCER CELL,NAA10 MBOAT4 RET CALCA RREB1 SNRPB GFRA1 CCDC6 GHRL ABCA3 ASCL1 NCOA4 TCIM NAA15 CACNA1H MYCBP2
7.495895,5.6039004,Cluster 0,EPIDIDYMIS,CAND2 PSD3 BSPH1 RNASE9 GPX5 DEFB118 EDDM3A DEFB105B CD52 DEFB105A DHDDS ADAM28 DEFB106B PRAP1 NPC2 BTRC SEPTIN11 EEF1AKMT1 DEFB106A TAGLN2 EXOC3 SPINK2 EPPIN PFN1 ADGRG2 EPPIN-WFDC6 ADAM7 GNA15 SPINT4 CLPSL1 DEFB126 WFDC2 ROMO1 NTN1 DCXR CHAMP1 DEFB132 EDDM3B NMBR TEDDM1 ECHDC1
7.392376,5.3727427,Cluster 0,COLONIC EPITHELIUM,CLDN2 TPM2 NFIB FCGBP MAP3K10 TRAPPC11 MAP3K9 CDC40 NOX1
6.4611535,5.7032337,Cluster 0,EOSINOPHIL,PRSS21 HRH4 GAB3 ALOX15 SIGLEC8 FIP1L1 PDGFRA
6.0233936,5.113313,Cluster 0,NEOSTRIATUM,TSNAX THEMIS PLPPR2 TUBA8 COPZ1 MRFAP1 SYT5 HAP1 TSPAN14 USP39 YWHAE CFAP52 RAP2C CHP2 LAMP5 SLC39A12 SIRPB1 DEAF1 SLC4A8 FOXRED1 PRCC AIDA NME9 HMBOX1 PEX10 ANKRD45 DRC10 P2RY13 ARL8A CWF19L1 SYCP2 SQSTM1 DCP1A SMIM44 SLC14A1 TMEM185B SLC25A12 ZNF133 LCNL1 STMN4 NDEL1 RERG FDXR HS3ST5 CLEC18A SEC22B RUNDC3A SPOCK3 S100A1 JAKMIP1 PTGES3 RLBP1 AIFM3 TOB1 UBE2G1 HEBP1 HOXD1 AP1S1 EVI2A GRID1 APBB1 GDPD2 ECEL1 GRSF1 NR2E1 RALB CYB561 CCDC77 PNPLA5 IMP4 SMOC1 GLTP GNA14 RAB4A HARS1 PPFIA2 DNALI1 BTN2A2 HOXA10 ENO2 KCTD1 MPZ REM1 SCG2 PNKD SLC22A1 PRPF40B ACSF2 METTL24 PCCB C1QTNF5 TMEM165 NYAP1 SRSF2 CFAP300 CACNG4 MRPL10 EPOR FARS2 RGS14 KCNIP3 TMEM128 RPS6KA5 H3C7 PTGS1 MCAT ARHGEF33 SLC6A4 CYP46A1 PSMC6 ALDH7A1
6.690654,5.747371,Cluster 0,NASAL POLYP,DNAH10 DNAH7 DNAH8 DNAH9 RPL37A DNAH3 ZBTB14 DNAH1 DNAH11 MUC5AC DNAH6
6.1484942,5.8797803,Cluster 0,SUBMANDIBULAR GLAND,SPRR3 BPIFB1 CST4 MUC7 RPL22 ST3GAL1 SMR3B LPO
6.473389,6.5142965,Cluster 0,ESOPHAGUS,PARN TGM1 CEACAM7 TMPRSS11A SLC1A5 CCDC159 YAP1 CRNN SLC25A21 ARL6IP6 SNX16 BCL11B MAGEA12 MMP13 FAM76A MMP12 RAET1E MAGEA9 SPINK7 ANAPC5 ECHDC3 PPWD1 MFSD1 MMP10 SERPINB4 ADH7 USP40 SOX15 RHCG ZNF558 SCEL SERPINB8 LCN2 IL22RA1 ARL6IP1 DERL1 NRBF2 DSN1 ANKS3 PLOD2 TBC1D22A TNFAIP8L2-SCNM1 CTSB KRT78 PAX9 EFCAB7 RBP1 PGLYRP4 AQP3 TMPRSS11B ACADSB CAAP1 IL1RN MUC21 VBP1 ZNF780A IL36A RNF19B CALML3 CES1 SDR9C7 SERPINB5 LSP1 DDX20 TUBB3 MAGEA9B CFH ENTPD3
7.03689,4.9250717,Cluster 0,GERM CELL,HOXD1 IZUMO4 PRM2 XPA ODF1 SPATA6 CCIN SPACA3 DEFB123 WARS1 AKAP4 DNAI1 ESX1 COL28A1 ATP1B1 CD46 EXO1 OR7A5 OR7A10 AKAP3
6.547176,5.352655,Cluster 0,NULL CELL,KIR2DL3 CD226 MTREX CD244 KIR3DL1 KIR3DL2 RCC2 RNF19B NCR2 CLEC2D CCL3 CCL4 IL23R KIR2DS2 ZNF395
7.305402,6.312216,Cluster 0,MESENCHYMAL STEM CELL,ZNF470 NGRN EMILIN3 THEM6 ZNF17
7.4473047,6.723507,Cluster 0,MYELOID LEUKEMIA CELL,VASP DYRK1A ELF2 IL4R SCARB1 SOCS1 TOMM22 HTATSF1 PHACTR3 TFR2 PTPMT1 CLCN6 SSU72 GOPC DMTF1 MRPL16 HAUS1 LY6E BCAP31 XPO1 ACOT13 CEP70 TMCO1 NDUFA2 SMAD2 TGIF2-RAB5IF TP53BP1 LYAR DESI2 CD33 CKS1B CHMP5 CACYBP PPAN-P2RY11 NUF2 MCL1 OS9 NFE2L2 MYC RAB5IF TRPM2 HMGN3 GON7 DHX32 FOXD3 CXCL8 BIRC5 ZNF706 NFU1 SF1 CD44 MOGAT1 CCDC85B IER2 MPC1 LGALS1 PLPPR3 POMP SAP30L MLXIPL HSDL1 EGLN1 MLST8 MAGEC2 MCM7 HHEX
7.098156,5.9821353,Cluster 0,NEUROEPITHELIOMA CELL,HROB CES4A ZNF512 IFT88 ELMO2 APCDD1 PUDP PRXL2B PRMT8
7.563137,6.4838977,Cluster 0,PLURIPOTENT STEM CELL,NIF3L1 RANGRF DYNLRB1 RPS12 COMMD8 APOBEC3G EPHX3 POLE2 CSNK1E CPA6 MORF4L1 PSMG4 COL2A1 PSMB5 APOM RAB28 KNOP1 ATG5 FXYD6-FXYD2 RBM8A INSYN1 LSM3 VPS72 PUDP THEM6 ZNF17 DUSP22 ZNF266 ALG13 CISD1 KHDC3L MAGOHB AUP1 ZNF470 ITSN1 VPS29 RPL30 CSNK1D NGRN DTWD1 EMILIN3 RAB4B ZNF462 CAPN15 MRPS35 PSENEN PSMG2 APOBEC3C NANOG ABCF1 POGLUT1 VPS45 ADPRM RSL24D1 MRPS21 TRMT11 PPCDC UBE2Z LIF ABHD17C PLGRKT RFC3 DENND2A
6.6435037,6.274818,Cluster 0,SYNOVIA,ACAN SLC15A3 TIMP1 PLA2G2A TIMP2
6.6228085,4.708661,Cluster 0,PREPUCE,HMOX1 DSPP CD86 EGR1 TGM3 ABCC8 CNOT9 PDGFRA DLX4 DUSP6 ADH7 FGF9 BDKRB2 IFIT3 MGST1 RCAN1 KRT10 DSC3 SPINK6 FLG LOXL2 SCEL TRUB1 TGM5 COL9A2 DSG1 KLC1 CDC123 PTPRK PTX3 DLX3 CCL11 CDSN CCL13 COL17A1 CD44 GSK3A CPOX AKT1 NFIB GBP2 DUSP12 SERPING1 ADGRE5 UBE2S NFIX YY1 ARID5B PLXNC1 PCMT1
7.3914156,5.5577846,Cluster 0,JEJUNUM,FOLH1 AQP10 SCN5A SLC29A1 MEP1A TACR2 CACNB2 MYO1A POF1B SLC2A5
7.4081745,6.3726606,Cluster 0,CHORIOCARCINOMA CELL,FBXO31 SHC1 SLC1A5 HTATSF1 HIF1A FERMT2 SIGMAR1 CTU2 ZDHHC24 FBH1 HAUS1 CCDC120 PDGFB RTCB SLC23A1 RADX FOCAD DEAF1 CNOT1 MAU2 BYSL MICALL1 FAM110A CLPTM1 ALPG CYP11A1 HAUS4 ARPC4-TTLL3 MCM8 XPO6 SFT2D1 SLC35A5
7.2799,6.762175,Cluster 0,BLADDER,AASDHPPT HOGA1 CRTC2 FCHO2 SLC35G1 ACTR6 ELF5 ATP1A4 RSRC1 SLC37A4 IDI1 UQCR10 APOO WSCD2 ZNF7 COPZ1 NSA2 EMC2 RNF135 SH3YL1 ARF4 PLEKHG3 DRC8 ELMO1 AKR1B1 PMS1 STK32A CHMP5 TNFAIP8 PSMC6 KRR1 CLEC1B FABP4 KANSL1 PUS7 EIF4E2 AKR1C2 GLRX3 SDR42E1 SNAPC5 ZNF670 CDC73 RGS2 GPR87 MLF1 PIN4 CCL2 GLRX PARVG POLD4 TIMM8A ZNF410 TIMM17A FRK SESTD1 KCNH8 HSD17B7 PSMB7 SNRPA1 FRYL SSX4 SNU13 PSCA EEF1E1 ATF4 NUP42 DYNC2LI1 UQCRB ZNF566 TMEM183A MOB4 PTK6 ALKBH6 RFK WAC MPV17L LYRM2 PSMA3 TCIM ALDH1L1 MBIP ING3 GJB3 SLC7A1 SYNCRIP EMSY ERCC6 PSMA7 CCKAR CDK7 MARK3 ANXA2 MON1B PLA2G1B POPDC2 PRDX1 SORBS2 CALM3 DAPK3 CA2 CEP57L1 UBE2W DNAJA3 DTD1 CENPK MED7 MRPL48 SLC39A1 OSTC HUS1 TGDS HADHB SECTM1 DAPP1 SPTLC3 PTGES3 VAMP3 NRF1 OLA1 MLH1 P3H4 CFH MBD5 CCNH AGA PPP6C FXYD3 RALGAPA2 SP100 FASN B3GNT2 UTP11 DDX51 AKR1B10 CALM2 PNPT1 GPATCH1 DPY30 ZMYM5 P2RX1 GPX2 HACD3 DGUOK SPG11 MPHOSPH6 PSMA4 FBP1 S100A11 CELA3B PDGFRL FTL NDUFS4 ACOT4 DEPDC4 ELF3 TMEM14B RNF13 PPM1B DUT UPK3A TMCC1 LYPD3 HSH2D NIPBL NME7 SZT2 GHITM VAMP4 BLCAP HSD17B11 GCA FDFT1 MAP2K6 GGCT RSL24D1 UBD ARHGAP21 AKR1C3 RBM41 GMNN VEGFC MUC5B DPM1 NUP62 UPK2 IMPA1 TMEM14A CLDN1 PLAAT4 ERCC8 NDUFB5 CENPL TBC1D31 SDCBP THYN1 UPK1B COMMD10 SLC17A4 CLN6 UBE2V2 CSRP1 CALM1 ATP5F1C CUZD1 RDH11 POLR1F GMFB ANO10 IL18 KRBOX5 TMEM138 ALG13 FGL1 HECTD4 TBC1D16 CLIC3 BCL2L15 CETN2 SELENOT GNS CCDC90B SRD5A1 SERPINA3 HECTD1 LXN ETV6 KRT23 LIN9 VTA1 SSX4B GSTP1 TLE2 CTRC CLEC7A PRDX3 U2SURP NFYB TMEM87A UFC1 AGK NME5 PDCD10 LIPT1
7.111368,5.2465343,Cluster 0,FIBROBLAST CELL LINE,ACOD1 SCFD1 TUBB GCLC TNFRSF10D TNFRSF10B EXOC4 FGFR1 SERPINF1 TNFRSF10C MTHFD1 ARID5A SFRP1 LTBP3
5.713563,5.9762516,Cluster 0,ASCITES,LGALS3BP S100A8 SERPINA1 GZMK SRI KNG1 XPO5
7.1908207,6.3749475,Cluster 0,MEDULLOBLASTOMA CELL,ZIC4 MAGI1 MACROH2A1 JKAMP CIZ1 SRRM4 ELAVL2
5.756557,6.0486336,Cluster 0,ABDOMEN,LGALS3BP S100A8 SERPINA1 GZMK SRI KNG1 XPO5 ID4
6.6719937,7.0247335,Cluster 0,T-CELL LYMPHOMA CELL,LRR1 NPM1 SOCS1 GIMAP4 CCNT1 AKAP8L JAKMIP2 APOBEC3G SOCS3 GLRX3 PCSK7 SOCS2 TCF7 WASF2 TAOK3 ILF3 ZNF593 SEPSECS
7.158666,5.92702,Cluster 0,TESTICULAR CELL LINE,DCAF17 LRIF1 VMA21 CCDC117 RFFL BORA DDX60L FBH1 IKZF5
6.6767817,6.6436644,Cluster 0,MIDBRAIN,SLC18A2 VASP PTPRR ROM1 TMEM220 KCTD18 ANKRD42 KLF4 TAF13 GFRA1 BMPR2 TDRD5 KLHL35 GFRA3 CANT1 ABHD5 SLC7A8 SUN1 ADCY8 NOTO KIF1B PRNP ANO10 DCTN6 GBGT1 VMA22 HPGDS AZIN2 ZNF584 UFL1 CALB1 KCNMA1 RBP7 ZNF442 EVL UBE4B COX10 C1QTNF3 ATIC PIP4P1 S1PR1 LMBRD1 ZSCAN1 UBE2F LSM1 OMA1 TOR1A SLC16A4 GM2A CHRNA6 MAPKAP1 EFS SOX14 SPRY2 ZNG1B JMY EML2 RBM4B NDUFS1 AKAP8L RSL1D1 SDHA ZNF439 ZNF34 LANCL3 PDE4C ANGPT2 TARDBP THAP10 TRAF1 RASGEF1A MLH1 CHRNB3
6.6397557,5.736479,Cluster 0,ECTODERM,SOX11 KCNMB3 ABCB6 PDLIM7 PRPF3 SLC4A7 TADA1 PPP4R1 PRPF38B CNKSR1 CGN
5.8018484,6.228078,Cluster 0,OSTEOCLASTOMA CELL,ATP6V0D1 ATP6V1C1 ACP5 TCIRG1 CTSK IL36B ATP6V1E1 ITGB3
7.483858,5.2997236,Cluster 0,INTESTINAL EPITHELIUM,CLDN2 ANPEP TPM2 NFIB FCGBP SLC23A1 MAP3K10 TRAPPC11 MAP3K9 SIAH1 CDC40 NOX1 MYLK
5.9596934,6.4906487,Cluster 0,GRANULOCYTE,STX4 PTAFR PEAK3 HRH4 MMP9 CDC42 CXCR4 SNAP23 VNN2 PRTN3 PDGFRA HCAR3 RAC2 TREM1 PLBD1 SLC7A8 VSTM1 ARHGDIA ELANE GAB3 TAPBP LCN2 SIRPB1 BLTP1 MMP8 SIGLEC8 SELPLG FIP1L1 CXCL8 S100A12 TNFSF13B SLURP1 CTSG GCA FPR2 AZU1 PRSS21 S100A8 SMAP2 ALOX15 CD164 TNFRSF1A GCH1
6.964599,5.7395754,Cluster 0,BRAIN CANCER CELL,CFAP73 TOMM7 CKAP5 SLITRK3 OGA SLITRK5 PCDHA4
7.559771,6.4177547,Cluster 0,ADULT STEM CELL,NIF3L1 RANGRF COMMD8 APOBEC3G CSNK1E CPA6 RBM8A LSM3 THEM6 ZNF17 DUSP22 ALG13 CISD1 MAGOHB AUP1 ZNF470 VPS29 CSNK1D NGRN DTWD1 EMILIN3 RAB4B MRPS35 PSENEN PSMG2 APOBEC3C POGLUT1 VPS45 ADPRM RSL24D1 MRPS21 TRMT11 PPCDC UBE2Z PLGRKT DYNLRB1
6.0420513,5.147763,Cluster 0,CAUDATE NUCLEUS,TSNAX THEMIS PLPPR2 TUBA8 COPZ1 MRFAP1 SYT5 HAP1 TSPAN14 USP39 YWHAE CFAP52 RAP2C CHP2 LAMP5 SLC39A12 SIRPB1 DEAF1 SLC4A8 FOXRED1 PRCC AIDA NME9 HMBOX1 PEX10 ANKRD45 DRC10 P2RY13 ARL8A CWF19L1 SYCP2 SQSTM1 DCP1A SMIM44 SLC14A1 TMEM185B SLC25A12 ZNF133 LCNL1 STMN4 NDEL1 RERG FDXR HS3ST5 CLEC18A SEC22B RUNDC3A SPOCK3 S100A1 JAKMIP1 PTGES3 RLBP1 AIFM3 TOB1 UBE2G1 HEBP1 HOXD1 AP1S1 EVI2A GRID1 APBB1 GDPD2 ECEL1 GRSF1 NR2E1 RALB CYB561 CCDC77 PNPLA5 IMP4 SMOC1 GLTP GNA14 RAB4A HARS1 PPFIA2 DNALI1 BTN2A2 HOXA10 ENO2 KCTD1 MPZ REM1 SCG2 PNKD SLC22A1 PRPF40B ACSF2 METTL24 PCCB C1QTNF5 TMEM165 NYAP1 SRSF2 CFAP300 CACNG4 MRPL10 EPOR FARS2 RGS14 KCNIP3 TMEM128 RPS6KA5 H3C7 PTGS1 MCAT ARHGEF33 SLC6A4 CYP46A1 PSMC6 ALDH7A1
6.1223373,5.523824,Cluster 0,CORPUS CALLOSUM,SPAG6 PSTK LMNA UBL3 HCK SLC18B1 SNX14 TAF1B PLEKHB1 PNPLA4 CYP2J2 MSMO1 CFLAR PER1 MFSD6 CFAP91 PLA2G4C TMEM67 TTR WDFY3 SCRN3 NDST3 MYO1H ZNF621 IPCEF1 OLR1 COPS8 POLR3G GJC3 NALF1 SERTAD4 HS3ST5 TSFM PEX5L RPAIN RTN3 CTC1 DKK3 SLC35D3 ASRGL1 CCDC126 SLC38A3 PPP2R2B ZNF214 SHPRH RNF7 LIN7A TOX2 DNAJA3 MAPKAP1 SPOCK3 STEAP1B TTC39C SLC5A11 FOLH1 GJC2 GRK1 PLD5 ACP7 GJB6 PDIA2 LRRC57 ZC3H12C RAB18 MLH1 MEGF9 PPP4R2
6.032481,5.167367,Cluster 0,CORPUS STRIATUM,TSNAX THEMIS PLPPR2 TUBA8 COPZ1 MRFAP1 SYT5 HAP1 TSPAN14 USP39 YWHAE CFAP52 RAP2C CHP2 LAMP5 SLC39A12 SIRPB1 DEAF1 SLC4A8 FOXRED1 PRCC AIDA NME9 HMBOX1 PEX10 ANKRD45 DRC10 P2RY13 ARL8A CWF19L1 SYCP2 SQSTM1 DCP1A SMIM44 SLC14A1 TMEM185B SLC25A12 ZNF133 LCNL1 STMN4 NDEL1 RERG FDXR HS3ST5 OPRD1 CLEC18A SEC22B RUNDC3A SPOCK3 S100A1 JAKMIP1 PTGES3 FOXP2 RLBP1 AIFM3 TOB1 UBE2G1 HEBP1 HOXD1 AP1S1 EVI2A GRID1 APBB1 GDPD2 ECEL1 GRSF1 NR2E1 RALB CYB561 CCDC77 PNPLA5 IMP4 SMOC1 GLTP GNA14 RAB4A HARS1 DRD2 DNALI1 BTN2A2 HOXA10 PPFIA2 SLC6A12 ENO2 KCTD1 MPZ REM1 SCG2 PNKD SLC22A1 PRPF40B ACSF2 METTL24 PCCB HTR6 C1QTNF5 TMEM165 NYAP1 SRSF2 CFAP300 CACNG4 MRPL10 EPOR FARS2 RGS14 KCNIP3 TMEM128 RPS6KA5 H3C7 PTGS1 MCAT ARHGEF33 SLC6A4 CYP46A1 PSMC6 ALDH7A1
7.6569567,5.116545,Cluster 0,EMBRYONIC BRAIN,CCNH PROX1 CPSF7 SORBS2 LYSET TPR FGFR1 CSNK1G3 EYA2 CPLANE1 FGFR2
6.8248906,6.5253334,Cluster 0,EYE CANCER CELL,APH1A SCG3 PIGBOS1 CCNDBP1 CDHR1 CDKN3 RELT GEMIN7 TBC1D24 AACS AIPL1 CCDC28B EPB41L5 CEP83 UNC119 CAMSAP3 SETX PCLAF METTL2B CARD9 KIF4A DDX1 TFPT PTPRF ZNF124 GOLGB1 GPBP1 DCD PRDM2 CWF19L1 SLC4A11 ATP5F1A TRAF4 PHLPP1 AHCTF1 UBR7 NRL RTBDN TMEM145 ANO2 DCLRE1B CTPS2 PPP1R3B PIGQ PROM1 DXO HM13 DNAJB11 LAPTM4B CCDC25 PACC1 NR2E3 NT5DC2 ANGPTL7 RBP3 PTBP2 ZNF195 CUEDC2 YY1AP1 ZNF74 ALPK3 TRIM24 MMD2 CDK5RAP1 VCPKMT XPO5 CEP85 KHSRP SPC24 TYW5 EGLN3 ZCCHC17 TEDC2 PRPF31 PHAX CHD6 TPD52L2 FABP12 CAMKV GALNT14 ABCC6 AFG1L RAX POC1A PXMP2 STRBP GSG1 CELF3 UBE2Z MOAP1
6.3388424,5.346775,Cluster 0,HEART VENTRICLE,TTR PTAFR KCNH2 SGCA ZBTB16 KCNAB1
7.2092285,5.468345,Cluster 0,PRO-B-LYMPHOCYTE,CHST15 GTF2H4 E2F3 EPB41L2 MTF2 NAIP SDCBP RO60 VPS72 GTF2H2
6.8666677,5.173254,Cluster 0,SEMINAL PLASMA,WFDC2 SPOCK1 PTGDS LTF PPP6R3 PAEP
6.6244316,5.9072375,Cluster 0,LUNG EPITHELIUM,WWC2 DEFB103B DEFB103A AKAP14 ATG9A
6.6851683,5.831076,Cluster 0,NEUROEPITHELIUM,SOX11 KCNMB3 ABCB6 PDLIM7 PRPF3 SLC4A7 TADA1 PPP4R1 PRPF38B CNKSR1 CGN
6.1923413,6.0270095,Cluster 0,EXOCRINE GLAND,FIGN PM20D2 MIGA1 GDPGP1 EMC1 SHLD3 FYB2 MYO6 GALNT1 RNF150 SLPI ST3GAL1 MUC19 PCNX4 OVOL1 C1QTNF3 BPIFA2 CFAP73 RTP2 ZMYND8 ANO9 TRAK1 KDM3A FBXW7 ALDH1A3 KIF16B SIX2 SPTY2D1 ALDH3B2 AFMID SLC12A8 KLK1 PRH1 RILPL2 CCDC102B TEP1 TACR1 CST4 MTUS1 TSPAN9 TRIM7 SHPRH CST5 SMR3B KIF2A AMACR PIWIL4 ZNF274 EDA THOC2 RPS17 GPC1 EXOSC6 RPRD2 HTN3 PDS5A GSDMD ZNF766 CLUH MEIS3 NPHP3 SLC25A28 BPIFB1 SIPA1L2 SLC7A6 EHMT2 RPL22 LPO CD46 CEP120 APOL2 PRR27 PHKG1 MUC5B PRH2 SPRR3 HOXA10 MPP2 POU6F1 VGLL4 HSPB7 PRKACB DGCR8 FAM114A1 DNAJC7 GET3 MUC7 C5 ZBTB7B TRIP11 GALNT3 H6PD HTN1 FTH1
6.7784834,6.3073254,Cluster 0,ERYTHROID CELL,ZSCAN29 KLF11 GANC EPOR UBR1
6.8712,5.1495633,Cluster 0,AMNIOTIC FLUID,PTGDS PAEP DLK1 SFTPD IGFBP1
6.5013947,6.3472443,Cluster 0,SKIN FIBROBLAST,ERLN AKR1C1 ACAD8 AP3M1 BMPR2 CFLAR COL3A1 HR PAN3 PCCB EEF1D EEF1B2 INSR SLC29A3 PLOD2 TCF7L2 ENPP1 ZBTB7B CCL13 GALC GLTP HERPUD1 LOXL1 COQ5
7.2472315,6.2895575,Cluster 0,ADRENAL CORTEX,KIF21A TBL1XR1 LARP6 KRT222 MAGT1 GTF2H5 ASB4 RHBDL2 AKAP7 PCP4 LNPK SH3KBP1 CD163L1 CENPU FAM174A IL22RA1 KHDC4 TMEM132E PSMG3 SLC7A6OS RNASEK RPS3 SLC25A40 TTC21B PHACTR4 SELENOK NRN1 CNNM3 TERF2
6.270958,6.041594,Cluster 0,SALIVARY GLAND,FIGN PM20D2 MIGA1 GDPGP1 EMC1 SHLD3 FYB2 MYO6 GALNT1 RNF150 SLPI ST3GAL1 MUC19 PCNX4 OVOL1 C1QTNF3 BPIFA2 CFAP73 RTP2 ZMYND8 ANO9 TRAK1 KDM3A FBXW7 ALDH1A3 KIF16B SIX2 SPTY2D1 ALDH3B2 AFMID SLC12A8 KLK1 PRH1 RILPL2 CCDC102B TEP1 TACR1 CST4 MTUS1 TSPAN9 TRIM7 SHPRH CST5 SMR3B KIF2A AMACR PIWIL4 ZNF274 THOC2 RPS17 GPC1 EXOSC6 RPRD2 HTN3 PDS5A GSDMD ZNF766 CLUH MEIS3 NPHP3 SLC25A28 BPIFB1 SIPA1L2 SLC7A6 EHMT2 RPL22 LPO CD46 CEP120 APOL2 PRR27 PHKG1 MUC5B PRH2 SPRR3 HOXA10 MPP2 POU6F1 VGLL4 HSPB7 PRKACB DGCR8 FAM114A1 DNAJC7 GET3 MUC7 C5 ZBTB7B TRIP11 GALNT3 H6PD HTN1 FTH1
6.3801374,6.7600794,Cluster 0,HAIR FOLLICLE,ARL6IP5 FRMD6 RAB23 EIF2AK1 TSC22D3 CCNDBP1 SAP18 BNIP3L DZANK1 SGK1 SUGCT CCDC80 DNAJC5 RNF4 VPS25 ANGPTL4 ELP5 KRT75 ALOX12B TMEM9 DDR2 AIG1 USP15 TMEM45A GHITM LITAF RNF31 PRELID1 GJB6 TECR COPS7A SH3BGRL3 KRTAP5-3 KLF2
7.1756735,5.4410295,Cluster 0,PRE-B-LYMPHOCYTE,CHST15 GTF2H4 E2F3 EPB41L2 MTF2 NAIP SDCBP RO60 VPS72 GTF2H2
