x,y,cluster,term,genes,cluster_label
3.0473924,9.93546,Cluster 0,NPY2R,ARFGEF1 RARS2 COQ5 NT5C1A MZT2B KIAA0368 GPD2 EXOC5 PI4KA ATM EXOC6 FASTKD1 FASTKD3 FASTKD5 SLC35F1 KIAA1524 C16ORF58 GCN1L1 FAM54A GBF1 INTS1 COG6 TRAPPC5 PAM16 FANCA COG2 ORMDL2 KIAA1244 MTOR SLC25A17 MMS22L DMXL2 ADCK1 INTS5 TELO2 C5ORF25 IPO13 TUBGCP2 FLT4 HTT LTN1 TTK FAM127A BTAF1 CAND2 OPA1 XPO6 FDXR CCRN4L ACAD10 EVI5L PRAME ,Unresolved
5.333484,9.584541,Cluster 0,EIF3G,CERKL EIF3A EIF3L EIF3M EIF3H EIF3I EIF3F EIF3D EIF3E EIF3B EIF3C ,Unresolved
3.9732895,10.285157,Cluster 0,BCL7B,SMARCD1 SS18 NUP50 SMARCC2 FMR1 BCL7C SMARCE1 ACTBL2 DPF2 DPF3 ,Unresolved
3.5944011,9.290152,Cluster 0,CCT5,KDM4B CCT3 FBXW4 KLHDC2 THOC3 WDR77 HCFC2 KLHDC8A PPP2R2C WDR83 PEX7 HDAC1 TSSC1 KLHL33 WDR86 DCAF5 DCAF8 DCAF7 GANAB DCAF11 ODF1 TBL1Y TXNDC9 BUB3 CCT7 DNAI2 WDTC1 POC1A SEC31B ,Unresolved
2.622648,10.236537,Cluster 0,KIAA1984,ARHGEF12 TLE4 NDE1 CCDC14 AP1B1 C14ORF80 FOXP1 BCR RUFY1 RABEP1 DIAPH3 RUNDC1 INA GRIPAP1 CEBPA ZMYND19 TMF1 PRSS45 PCM1 RABGEF1 NUP85 NRBF2 NDEL1 E2F4 PCNT CEP55 AZI1 CCHCR1 ,Unresolved
4.2387743,9.738248,Cluster 0,HDAC2,L3MBTL2 HDAC1 PCGF6 C22ORF31 WDR5 CYBRD1 ING2 MBD3L1 GATAD2B PHF20L1 HIST1H2BA MIER2 ZNF219 RBBP7 HMG20B HMG20A FAM60A ,Unresolved
4.6465015,9.9360075,Cluster 0,PRR20E,GTF3C2 SETD5 SIAH1 ATF7IP NSUN2 POU2F1 ZNF593 NFYC SIAH2 YY1AP1 C1ORF103 CREB1 C1QBP BCOR SAMD11 ,Unresolved
2.1151702,10.150283,Cluster 0,OLFM2,SDF2L1 ZFHX4 EGFL7 DTNB FEM1B METTL3 RNF40 C1ORF103 BMP7 OLFM1 GALNS CTDNEP1 OLFM3 NCOR1 PEX6 KDM5C USP54 FUT11 TUBB1 CBY1 N4BP2L2 MSTO1 GPATCH8 VCPIP1 C15ORF39 HAUS8 ZNF507 DPYSL4 DVL2 DNAJB9 KIAA0913 BANP ,Unresolved
3.433473,9.035323,Cluster 0,THEM4,ALAS1 CARD9 TOP3A GPT2 SIRT5 GSTT2 KLC2 KIAA0391 FPGS DBT CLDN18 PDSS2 PDSS1 ENOPH1 ,Unresolved
5.0193915,9.505364,Cluster 0,TIMELESS,CSGALNACT1 GINS3 FCGRT H2AFX CD70 VSIG1 SSRP1 MCM7 TIPIN MCM3 ,Unresolved
4.639931,9.117443,Cluster 0,DUSP11,APOBEC3D KBTBD5 SYNCRIP PRR11 AHCYL2 PLOD1 PRKCA FGF3 APBA3 HNRNPA1 ,Unresolved
3.6781952,9.968562,Cluster 0,RBMX,TRUB2 YTHDC1 PTCD1 NCOA5 LEPREL1 YARS2 ELAVL2 QKI NGRN FAM120A C7ORF30 NIF3L1 SNRNP70 MTERFD1 C10ORF2 HPD RBM45 ,Unresolved
3.9030643,9.447072,Cluster 0,EAPP,SNRPN TSSC4 ECD DDX23 KIAA1143 C20ORF4 EFTUD2 PRPF8 DHX35 WDR83 GPATCH1 CD2BP2 C16ORF57 SLX1A SNRPE SNRNP200 LZTS2 IGHA1 ,Unresolved
2.7887473,10.292803,Cluster 0,CTBP1,IGFBP1 CBX4 C10ORF12 FBXO11 HIC2 C20ORF112 ZEB1 RBM14-RBM4 RBL1 ZEB2 APC ZNF516 LCOR ZNF217 ZNF238 BCOR RCOR3 BCORL1 RCOR2 LCORL RCOR1 C2ORF44 TOR2A RB1 KDM1A CTBP2 WIZ EHMT1 TRPS1 EHMT2 PRDM2 CHD4 NOL4 C15ORF39 MECOM RREB1 ,Unresolved
3.9673805,9.163625,Cluster 0,FAM136A,YTHDF1 RBFOX2 RBFOX3 ANGEL2 PAQR4 CYBRD1 ASPSCR1 LARP4B GFER CDYL ECSIT NUP98 HNRNPUL2 RBMS1 NUP35 RNASEH2A GLT25D2 PIGT XRCC6BP1 HCCS RGPD8 KIAA0182 PIK3C2A DUSP14 RGPD5 RNF138 RPS6KA1 TIMP3 NKX3-1 OBFC1 ZNF703 DNAJB9 PCDHA3 PLS1 MCART6 N4BP2 COX10 ,Unresolved
1.9261612,10.446011,Cluster 0,DDX6,ATXN2 NUFIP2 PIM1 DCP1B PAK4 LSM14B PNRC1 DCP1A EDC3 EDC4 ,Unresolved
3.139206,9.784442,Cluster 0,HNRPLL,JMJD4 ZFHX4 GSTM3 MBNL2 NSUN5 HOMER3 ANGEL2 LIMK2 C3ORF63 PPHLN1 PJA1 RNF40 PDIA6 WDR33 TBX3 QKI C10ORF18 MINPP1 NCOR1 IL1F5 RCN1 ESRP2 TMCC2 PAF1 HDAC3 MCM9 UBR5 N4BP2L2 PHYHD1 FAM188A RAVER2 RAVER1 SETD2 SAMD11 ,Unresolved
3.805402,9.298177,Cluster 0,SLC39A9,FKRP HELLS CCDC132 APOOL MTX3 NEK7 IDH2 NR2F2 DNAJC13 HPCAL1 GOLM1 DNM1 SLC25A17 TPST2 STIM1 VAPB MSH3 BDH1 PXMP2 KIAA0368 BRP44 OSTC HIP1R RMND1 SFXN5 MTFP1 B4GALT5 CD44 CANT1 ABCB8 SRPR PDXDC1 RIF1 TTK TBRG4 CDC23 SYNGR3 XPO7 C8ORF41 MTX1 SLC25A24 METTL16 ,Unresolved
3.0476334,9.044551,Cluster 0,CSNK2A1,PHC1 RNF43 HEXIM2 TSPYL1 HEXIM1 C14ORF118 ZSCAN5A CSNK2A2 PCGF5 C2ORF3 PCGF6 SSRP1 SREK1IP1 PRPF40A GLTSCR2 TTLL7 RYBP C11ORF57 VSX1 LPIN3 CDK16 LLGL2 VSX2 AURKAIP1 LUC7L2 NRP1 AKAP17A DDX41 ZCCHC17 NKAP DCAF7 FXR2 HLX JPH4 ZNF707 RSRC1 POLR2E PES1 DVL3 LUC7L MLX E4F1 YAF2 RNF113A ,Unresolved
4.422053,9.35941,Cluster 0,PPP1CC,PLCL2 PPP1R16B PIH1D1 EIF2AK4 C20ORF27 YLPM1 SCRIB WBP11 ZWINT PPP1CA PPP1CB TANC2 ZFYVE16 POLR3A POLR3B POLR3E PPP1R3F ERBB2IP PPP1R15B CSRNP2 PMF1 ZFYVE9 CASC5 PPP1R3B LRRC1 RPAP2 RPAP3 DSN1 UXT CNST CCDC85C CCDC85B PHACTR4 SHOC2 C19ORF2 PDRG1 RASSF8 NUP153 LMTK2 RRP1B NDC80 KIF18A KIAA1279 PEAK1 C19ORF26 PPP1R13B CDCA2 SH2D4A PPP1R11 RIF1 LENG8 MKI67 PPP1R9B PPP1R9A GYS1 TPRN PPP1R2 SNCAIP PPP1R13L PPP1R7 NUF2 PPP1R8 RASSF7 WDR92 KCTD20 PPP1R10 TP53BP2 KIAA1949 ,Unresolved
1.6827823,9.971247,Cluster 0,LCOR,KLHDC3 SUZ12 ZYG11B USP7 POGZ CTBP2 LRP1 CTBP1 ZNF516 ASB3 LRPAP1 MAPK14 ,Unresolved
3.614769,10.438672,Cluster 0,PLAC1,TRRAP MEAF6 SUPT7L MORF4L1 TAF5L VPS72 ING3 KAT2A KAT5 MBTD1 TADA1 EPC1 EPC2 EP400 DMAP1 OBSL1 BRD8 ,Unresolved
2.0026717,8.880245,Cluster 0,ARRDC1,OSBPL6 GLMN OSBPL3 WWP1 WWP2 KCTD2 ITCH EPN1 VPS37A HECW2 FAM175B NEDD4 CUEDC1 WDR45L RCOR3 RCOR1 VPS28 KCTD17 YAP1 NXN KDM1A WWC1 NCAPG NEDD4L ZMYM2 PBK ANKRD13A ,Unresolved
3.7434618,10.207121,Cluster 0,HMG20B,KDM1A HDAC1 HDAC2 PHF21A SNAI1 HMG20A KIAA0182 RCOR3 LLGL2 RCOR2 RCOR1 ,Unresolved
2.9949756,10.216223,Cluster 0,PHF20L1,LIN9 HDAC1 HDAC2 BCL11A MBD2 MBD3 GATAD2A KIAA1267 CHD4 CHD3 GATAD2B MTA1 MTA2 RBBP7 MTA3 ,Unresolved
3.3609421,10.566601,Cluster 0,SS18,SMARCD1 SMARCC1 SMARCD2 SMARCD3 SMARCC2 SMARCB1 PHF10 ACTL6A ACTL6B SMARCE1 ARID1A GLTSCR1 ARID1B SMARCA2 SMARCA4 BCL7B BCL7A DPF1 BCL7C DPF2 DPF3 BRD9 ARID2 ,Unresolved
2.9293656,9.228623,Cluster 0,HIST1H2AG,HSD3B2 U2AF2 XPC RAB11B COASY POLB SART3 HIST1H3A HIST1H2BA TRA2A ZSCAN20 TFG APLF SNRNP70 SDC2 E4F1 MAGEB10 HMGN2 RBM34 ,Unresolved
2.0801446,8.591084,Cluster 0,APBA3,PDHA2 SCAF11 APLP2 TJAP1 GFER C17ORF80 C20ORF43 CPEB1 NFX1 PKN3 PKP4 FARSB RAPGEF6 CDA NECAB3 APP CLSTN1 ACSM1 CTR9 SCAI DUSP11 SLC22A16 TBK1 C3ORF31 PIP4K2C HIF1AN IL13RA1 ZKSCAN1 AZI2 ,Unresolved
2.1286602,10.410739,Cluster 0,ZNF576,UPF1 POGZ RBBP6 ZNF618 JUB ZBTB33 ZBTB10 ZBED1 ZBTB40 ZNF446 LIMD1 PDLIM7 ,Unresolved
3.2769647,10.447772,Cluster 0,BCL7C,GSN SS18 CIZ1 ACTR8 PHF10 ACTR5 SMARCE1 SMARCA2 SMARCA4 ACTA2 ACTR10 SMARCB1 TWF2 TWF1 C15ORF44 KIAA0240 ACTB SCIN BCL7B BCL7A PHACTR4 PHACTR2 CAP2 CAP1 SMARCC1 SMARCC2 STK11IP PBRM1 ACTL6A ACTL6B INO80 WDR54 ARID1A GLTSCR1 ARID1B LIMA1 FBXO30 MYO1B ACTBL2 SPIRE1 INO80B SMARCD1 SMARCD2 INO80C SMARCD3 DPF1 DPF2 DPF3 BRD9 NFRKB BRD7 ARID2 ,Unresolved
4.1979766,9.752501,Cluster 0,RSPH9,BCR EIF3A MOCS3 ZC3H4 LONP2 EIF3H PPP1R10 EIF3E EIF3B EIF3C ,Unresolved
3.744086,9.843577,Cluster 0,DYNC1I1,DYNC1LI1 DYNC1LI2 C15ORF39 MGA RPL23 DISC1 SAMD1 FAM83D DYNC1I2 DYNC1H1 WDR34 ,Unresolved
2.5051203,9.52433,Cluster 0,STK25,MST4 C4ORF19 HBS1L CAB39 C10ORF47 STRN3 MTMR6 CTTNBP2NL PBX2 PDCD10 STK24 ARL13B TAOK2 GORASP1 GOLGA2 FAM40A TAOK1 KIF20A STRN ZNF598 ,Unresolved
3.2788293,10.243833,Cluster 0,ZNF219,MBD2 MBD3 GATAD2A LEPREL1 GATAD2B KBTBD5 KIAA0889 SPECC1L CDK2AP1 HDAC1 HDAC2 ZBTB2 CHD5 CHD4 CHD3 STX12 MBD3L1 NPAT MTA1 MTA2 PPP2R1B RBBP4 RBBP7 TRIM27 MTA3 ZNF423 ZNF521 BEND7 ,Unresolved
2.3407145,9.850221,Cluster 0,ZNF687,TSPYL1 ZNF263 PRDM5 CSNK2A2 P4HA3 CDC16 ZNF408 GATAD2A ARIH1 LLGL2 KCTD17 ,Unresolved
3.444257,9.250275,Cluster 0,TCP1,KDM4B CCT3 FBXW4 WDR37 ACTL6A THOC3 TUBG2 WDR77 WDR34 HCFC2 KBTBD4 RAP2C KLHDC8A ANGPTL7 PPP2R2C TTLL3 WDR83 PEX7 GNB2 WDR5B TTLL9 HDAC1 TSSC1 KLHL33 WDR86 ACTR3B DCAF5 DCAF8 DCAF7 FYCO1 TUBA1B GANAB DCAF10 DCAF11 ODF1 TBL1Y TXNDC9 BUB3 CCT7 DNAI2 WDTC1 POC1A SEC31B ,Unresolved
4.098452,9.2491045,Cluster 0,OPRM1,NOM1 URB2 ZFYVE26 ZW10 MZT2B CHPT1 RINT1 KIAA0368 EXOC5 PI4KA ATM TUBGCP4 DEGS1 ATR FASTKD1 ZWILCH GEMIN4 NDUFB3 SLC5A3 C1ORF112 SYNGR2 C8ORF41 SLC25A46 TNPO3 GCN1L1 MON2 COG8 COG7 INTS1 COG4 COG3 FANCA COG2 COG1 MMS22L STAG2 LMBRD2 ADCK1 LPCAT3 MTFP1 FAM108B1 IPO13 TUBGCP2 TUBGCP3 BRAT1 HTT HEATR2 THADA IPO11 XPO4 XPO7 DYM XPO6 COX1 ,Unresolved
3.3261626,10.291846,Cluster 0,MIER2,L3MBTL2 HDAC1 USP11 HDAC2 PCGF6 WIZ MGA EHMT1 CYBRD1 AGAP3 EHMT2 CDYL PLD1 PEX14 AGAP1 TUBA4A TFDP1 SIN3A E2F6 C16ORF87 ZNF644 PHLDB3 ACAD11 ,Unresolved
2.5727084,10.402747,Cluster 0,MXD3,MAX TSPYL2 EDEM2 TXNDC11 ARID4B TFIP11 CENPB ING2 SAP30 ASPM SAP130 BRMS1 ZMYM3 MNT SIN3A MXI1 SAP30L BRMS1L SUDS3 KIF20B RCOR3 NUP62CL ,Unresolved
4.076676,10.136019,Cluster 0,YEATS4,FUS ACTR6 ACTL6B FBXO34 FOSL2 MORF4L1 LENG1 WEE1 MORF4L2 FOXR2 FOXR1 HIST1H2BA PPP2R2D P4HA3 SNX16 ACTBL2 SUGP1 AGGF1 TPH1 TRRAP MEAF6 SRCAP C12ORF43 ZNHIT1 RUVBL1 C20ORF20 VPS72 ING3 KAT5 RUVBL2 MBTD1 MYC EPC1 EPC2 EP400 MYO18A DMAP1 JAZF1 BRD8 MYCL1 GABPA ,Unresolved
1.9931756,10.450432,Cluster 0,TXNIP,TXN2 MYCBP2 MBD3 WWP1 TXN GATAD2B FAM91A1 DCAF16 MTA1 KBTBD6 KBTBD7 PER1 CRY2 RAD18 IL12RB1 ,Unresolved
3.4055243,10.210158,Cluster 0,MBD3L1,ZNF296 HDAC1 HDAC2 BCL11A ZBTB2 GATAD2A CHD4 CHD3 GATAD2B MTA1 MTA2 RBBP4 ZNF219 CDK2AP1 RBBP7 MTA3 ZNF423 ZNF521 BEND7 ,Unresolved
4.7636523,9.508753,Cluster 0,ANGPTL7,CCT6A CCT2 TFAP4 KBTBD7 EDEM2 EDEM3 GNB2 TXNDC11 TCP1 HSD17B8 CCT7 NMT1 ,Unresolved
4.718254,9.761595,Cluster 0,EIF3L,EIF3A PSMD12 PRRC2B EIF3M GNB2 EIF3K EIF3H EIF3I ZNF746 EIF3F EIF3CL EIF3G EIF3D EIF3E EIF3B EIF3C ,Unresolved
3.137361,9.564848,Cluster 0,FEZ1,ZYG11A DGKD PLK1 SCOC HTT IFT140 LANCL2 KLHDC2 MRS2 AURKA MYO5A ANK3 TUBA3C ATP12A CKAP4 ASPM CREB1 SCCPDH SEPN1 MED25 SPECC1L ZNF638 WHSC2 CEP192 ,Unresolved
2.4979632,9.848027,Cluster 0,JPH4,ARHGAP29 IFT81 ARMC8 UBE2A PTPN14 WBP11 CLK2 KBTBD7 ZNF638 UBE2O RABL5 CDK13 PPP1R12C RANBP10 WDR26 C17ORF39 AGAP3 UACA GPATCH8 C7ORF30 FAM171A2 IFT74 C1QBP SMYD2 TMED1 KIAA0913 OSBPL6 CSNK2A2 CSNK2A1 CCDC14 OSBPL3 MYO10 DNAJC13 PRRC2C PRRC2B VANGL2 TJP2 VANGL1 BCR CSNK2B RAD18 CLASRP C19ORF29 VAMP3 GCFC1 POM121 MRS2 GCC1 MAEA TRIOBP C20ORF11 SCML1 RMND5A RBMX2 MICAL2 MPRIP ZC3H18 ,Unresolved
2.9694436,10.12707,Cluster 0,MAGEA10,NCOA2 POU2F1 TPM2 FOXJ2 CDC6 C12ORF24 ZZZ3 KAT2B KAT2A TADA3 ACTBL2 YEATS2 PKN1 GTF2IRD1 CRTC3 CCDC106 MAGEA9B SATB2 DDX42 PHF8 ACTB RPS4X ERI1 NRIP1 CUX1 PES1 ANKRD32 POTEF QSER1 CSRP2BP MAGEB10 MAGEA4 CCHCR1 ,Unresolved
2.0679774,9.620787,Cluster 0,DLK2,RABGAP1L GBF1 LRRC8A STAT3 ALG5 LRBA EIF2AK3 TARBP1 ZDHHC18 ASPHD2 LOC100507680 LRP10 METAP2 SLC22A23 RABGAP1 VEZT NOTCH3 NOTCH1 LRP2 LCLAT1 SLC7A2 RNF213 XPO7 TYW1 LRRC8E TNPO2 LDLR ,Unresolved
2.8511672,9.503762,Cluster 0,P4HA2,CPSF4 TSC2 KIF7 TRMT1 WDR33 CCT6A COL1A1 MELK TMCO7 POLR3B PIK3CB ATG4D EIF4E2 ZNF195 C17ORF70 C17ORF71 WDR62 ARAF TTC28 SAV1 FAM83H C15ORF39 ATXN2 TAF1C CCDC85C DNAJB5 DISC1 UTP14A ARVCF GTSE1 METTL19 CCT3 TSPYL4 CCT2 TIGD5 FOXF2 NEK7 IQSEC1 MYO9A IFFO1 KIF18B CTU1 MYO5C MAP7D2 SHKBP1 MAP7D1 COL8A2 ERF PKN3 STUB1 TRIM32 C16ORF42 MCM8 USP54 DSCC1 KIAA1671 CHTF18 RECQL4 BAG3 RAVER1 POLD2 RICTOR TRIM65 CCT7 ,Unresolved
4.5997486,9.1960335,Cluster 0,EMILIN1,CCDC18 NUP214 SPAG5 RPL23 HOMER1 DNAJC12 DDHD2 C1ORF103 SPC24 TNIP2 RPUSD3 TRAF6 EIF4G1 TAX1BP1 TAB3 TAB2 TRMT61A TAB1 UBXN1 C2ORF44 FBXO28 FBXO46 ARRB2 RRBP1 METTL15 ODF2L MTPAP RDH13 ZMYM6 FDXR MAP3K7 NFRKB CEP170 PDLIM5 PPFIA3 ,Unresolved
2.2408395,10.096446,Cluster 0,CSNK2A2,HEXIM2 HEXIM1 C14ORF118 ZSCAN5A HAGHL PCGF5 C2ORF3 RING1 PCGF6 PCGF3 CDC5L PRPF40A TTLL7 C11ORF57 LPIN3 CDK16 LUC7L2 RNF2 ZNF592 GPATCH2 DDX41 ZCCHC17 PHRF1 MLL DCAF7 FXR2 LUC7L MLX FBRS RNF111 CDK11B TSPYL2 CSNK2A1 AUTS2 UBE2E3 SREK1IP1 PDZK1 BCR RYBP EIF3J VSX1 VSX2 NRP1 ZFP106 ZMYND8 XPC NKAP HLX HIRIP3 JPH4 C18ORF25 RSRC1 POLR2E FBRSL1 ARL6IP4 YAF2 ZNF687 RNF113A ,Unresolved
3.6160367,9.138162,Cluster 0,BPNT1,HSPA8 RSAD1 NSUN4 CDC6 GTPBP5 TUBA4A SARS2 PC LRCH2 CPS1 MOCS1 TBC1D9B TRADD MTIF2 PPOX PDPR NFS1 AUH TUBB3 GTPBP10 CTSH APOL2 FEM1B C4ORF29 TOP3A C2ORF56 MYO9A KIAA0391 MYO9B ACSF2 LOC81691 WDR60 LARS2 CHDH EFHA1 RNASEH2A GFM2 MCM8 SDR39U1 MTO1 PDF NARS2 MTG1 PTPMT1 FDXR NUDT19 ACAD10 POLG VARS2 ,Unresolved
3.5289073,9.454213,Cluster 0,YBX1,SURF2 ZNF324B ZCRB1 H2AFX ZC3HAV1 BHLHA15 THUMPD1 RPSA GLTSCR2 SART3 E4F1 RPS2 RRS1 ,Unresolved
4.000148,9.248883,Cluster 0,CRTAC1,KLHDC3 MOCOS TRAPPC10 WFDC2 TRAPPC9 VPS13A MTO1 CFP ASPM RUVBL1 EFEMP1 BRIP1 ZMYM6 RUVBL2 CCRN4L A2M MAPRE2 ,Unresolved
4.5720663,10.206201,Cluster 0,SARNP,EIF4A3 POLDIP3 THOC1 DNAJC14 C17ORF85 THOC5 CRIP2 PNN MAGOH KBTBD7 PPP2R2D CCDC9 ZC3H11A PPIG RNPS1 ACIN1 WDR45L ZC3H14 CPVL CHTOP FYTTD1 ,Unresolved
3.4663565,9.796946,Cluster 0,ZNF785,BCKDHB ANKRD28 CBX5 PPP2R5E SIRT1 FBXO11 KIF7 KIAA0889 APC KIAA0802 CYP24A1 ERBB2IP TUBGCP6 PSMG3 PDZRN3 GTF3C2 GTF3C3 GTF3C4 USP34 LOC100134230 CHRNA9 NUP160 GTF3C1 RNF31 DHX32 PPP4R2 PPP6R2 NUP85 MICALL1 ZNF747 SMARCAD1 LZTS2 TRIM41 ZNF460 PPP2R3A CASK SHCBP1 PPP2CA SELO PPP2R2D APPBP2 SPECC1L PKN3 PKN2 ZNF579 AGGF1 RBAK DOCK7 DOCK6 SMEK2 GMNN TRIO SMEK1 ZBTB1 PNMA2 PPP2R1B KIF3A SUFU PLCG1 ANKRD52 TRIM27 TRIM28 BEND3 ZNF324 TRIM24 ,Unresolved
3.9730775,9.176311,Cluster 0,POC1B,CCT4 CCT3 NUDC CNO CCT2 COG6 FBXO28 TPM2 HSBP1 CORO1A WDR47 NELL2 SARM1 CCDC53 PIP4K2C EXOC7 SIL1 TACC1 POC1B-GALNT4 ZNF598 POC1A ,Unresolved
2.677599,10.362325,Cluster 0,SUDS3,MXD1 HDAC1 SIN3B SIN3A PHF23 ZNF704 RBBP7 MXD3 ING2 C13ORF31 FAM60A ,Unresolved
3.7606356,10.084036,Cluster 0,SFPQ,DIDO1 SMARCC1 SMARCC2 RBM27 FAM98A NONO DHPS PRMT5 NCOA5 EWSR1 THOC4 RBMXL1 PRRC2A PRRC2C LSM14A SYNCRIP PSPC1 HIP1R SF1 MMADHC ,Unresolved
4.1011095,9.942756,Cluster 0,CDK9,HEXIM2 HSP90AB4P HEXIM1 HSP90AA1 HSP90AB3P CCNT2 MEPCE HSP90AB1 CCNT1 AIP MLLT1 MLLT3 AFF4 HSP90AA5P HSP90AA4P LARP7 AFF3 AFF1 HINT1 CDC37 FKBP5 ,Unresolved
3.8090167,9.89806,Cluster 0,GSPT2,UPF1 NCBP1 C17ORF85 CLK3 CLK2 MOV10 ZC3H11A PABPC4 ETF1 HNRNPC PABPC1 ZCCHC3 YTHDC1 PDE1C SRSF1 LARP1B CASC3 ELAVL2 GSPT1 DHX30 LARP1 FAM120A RBBP6 ZC3H18 IGF2BP1 PIP4K2C IGF2BP3 PAIP1 SRSF12 PABPC4L ,Unresolved
3.8562372,9.564442,Cluster 0,RNF166,LIG1 PARP1 CHD1L XRCC1 INADL LIG3 PARP11 CENPF PARP12 TJP1 CLEC4E LTBR NUP54 AMOTL1 NF2 NUPL1 LPPR1 TNFRSF13B TNKS TNFAIP3 TNKS2 AMOT RNF114 HECTD2 KIF1A HERC2 MPDZ C11ORF24 CACNG5 ,Unresolved
3.6324208,10.308242,Cluster 0,HLX,TLE4 ZYG11B TLE3 TLE2 TLE1 CSNK2A2 CSNK2A1 CEP120 AES SCAF4 SEPHS1 KBTBD7 C18ORF25 ,Unresolved
3.6969109,10.4124565,Cluster 0,ARID2,SMARCD1 SS18 NUP50 SMARCC2 LHX4 BCL7A BCL7C SMARCE1 DPF3 ZNF23 ,Unresolved
3.9842203,10.055193,Cluster 0,PCGF6,CBX8 CBX7 USP7 CSNK2A2 CBX4 CSNK2A1 AUTS2 RING1 CBX3 MGA CBX1 CARD8 RYBP TFDP1 TFDP2 CSNK2B CORO6 PSME3 BCORL1 L3MBTL2 RNF2 HDAC1 USP33 HDAC2 WDR5 WBP2NL MIER2 YAF2 FBRS E2F6 ZNF644 ,Unresolved
2.8084362,10.164137,Cluster 0,CACNG2,EPHA7 ATF1 CSNK1D CCNT1 STAT3 HBS1L ITPR2 CSNK1E MSTO1 GOPC PPIAL4G ,Unresolved
3.8148124,9.345534,Cluster 0,BSG,IQCB1 C2ORF3 FAM118B TARBP1 DNM3 ZW10 C16ORF62 RINT1 KIAA0368 GPD1L EXOC4 ATM STEAP3 ATR EXOC3 EXOC2 NLRX1 FASTKD1 FASTKD3 C11ORF2 TTC28 TBRG4 PARL METTL15 VPS52 VPS53 CLASP1 SYMPK C8ORF41 KNTC1 SAMD1 MDN1 GCN1L1 CCDC132 COG8 COG7 COG5 COG3 ATP2B4 COG2 TBCD COG1 HSPA12A CDYL MTOR PRPF6 PRPF8 GNPAT LARS2 INTS5 C19ORF25 TELO2 DDX23 RIF1 HEATR2 PDS5B PDS5A IPO8 IPO11 EDC4 BTAF1 DSTYK CAND2 XPO4 XPO7 C7ORF10 KIAA0776 ACAD10 C3ORF33 UTP20 HEATR6 SLC25A24 ABCD1 EARS2 MAP2K7 ,Unresolved
4.8278937,9.114875,Cluster 0,ZCCHC3,APOBEC3D CDX1 ZC3H18 GNB2L1 U2AF2 MKI67IP ILF2 WDR46 ELAVL2 PAIP1 GSPT2 ,Unresolved
4.3638887,9.205181,Cluster 0,MBIP,LMO2 DR1 KLHL26 CRTAP NCAPH2 TPRKB CARD8 FAM199X FAM92A1 TUBA4A ZZZ3 TADA2A KAT2B BRMS1 KAT2A RFWD3 TADA3 PSMC3 YEATS2 PSME3 PHLDB3 CDH19 SPERT MYF6 CCDC101 ZNF131 STXBP4 TP53RK WDR5 CTR9 CCBL1 GMCL1 OSGEP IKZF5 CCDC85C CSRP2BP ,Unresolved
4.4415526,9.814864,Cluster 0,PRMT8,DHX9 FBXW11 SCAF11 TIGD7 ANGEL2 GIMAP2 HNRNPU PRMT1 EWSR1 THOC4 HNRNPR FAM120A SPDEF LSM14A SYNCRIP HNRNPK BCLAF1 HNRNPUL2 THRAP3 VIM INA ZSCAN1 CHTOP HNRNPA1 ,Unresolved
4.113069,9.015178,Cluster 0,SLC38A7,EEF1A2 TMPRSS11B SLC22A6 LAMP1 ACTL6B VRK1 ETF1 TCEA1 GGA1 CA14 ,Unresolved
3.688616,9.538834,Cluster 0,TEX10,WDR18 NPM1 ZBTB48 TNFRSF13B RPL13 RSBN1 NOL9 PDGFB RBM4 MECP2 HIST1H2BA HIST1H1E RPS2 H2AFY2 PHF19 NEUROG3 ,Unresolved
4.664728,9.01596,Cluster 0,TMEM184A,RBM38 MBOAT7 RRM1 CAV1 MUT GTF2F2 ACSF3 C20ORF43 PDP2 ASS1 ALDH4A1 LYRM7 ISCU KCTD15 SHMT2 PDXDC1 IBA57 YARS2 MLLT4 BAIAP2L1 DGUOK NRD1 ME2 MCMBP HIBCH ,Unresolved
3.3733888,10.266747,Cluster 0,UNC5CL,POM121 JMJD5 INSR USP22 LRRC41 BICD2 IGF1R DDRGK1 CHORDC1 CHEK1 FLVCR1 NUMBL NUMB ,Unresolved
3.9196491,9.2855835,Cluster 0,CCDC102B,TRAPPC3 TRAPPC4 XBP1 TRAPPC10 CGN GULP1 USF2 C1ORF124 ARFGAP3 TJP1 STAG2 TRAPPC6B RGP1 SASS6 CDK1 TAB2 GOPC DCP1B TAB1 KIAA0528 UBXN1 DCTN6 TARSL2 SEH1L RARS ARRB2 TARS HDLBP UACA EDC3 PDCD2L SNX5 RAD21 FGD6 SNX1 PSMD6 SRP54 SH2B1 FBXO7 SAMD1 MAP3K7 NFRKB ZNF622 SNX6 ,Unresolved
3.7382278,10.323943,Cluster 0,PHF10,SMARCD1 SS18 L3MBTL1 SMARCC2 SMARCE1 CHCHD10 NOL9 BHLHA15 FBL CLEC3A NUP50 BCL7A BCL7C LUC7L NEUROG3 ,Unresolved
