x,y,cluster,term,genes
10.936682,12.753117,Cluster 0,ORBITOFRONTAL HUMAN,RGS4 NEDD8-MDP1 MKX FREM3 NPBWR1 EEF1AKMT4-ECE2 KLK5 LOC128092247 SMIM43 LOC128031836 LOC128092251 GOLGA8S CASQ1 ZNF511-PRAP1 OSTN SOWAHB MCHR2
10.623688,9.7975235,Cluster 0,MOTOR CORTEX HUMAN,DHRS7C INHBA IL2RG CXCR5 KIR3DL2 KIR2DL3 LENG9 GREM1 KIR2DL1 TBX21 PPP1R2C EFNA5 FN1 KIR2DS4 UCP1 KIAA0825 KRTAP4-12 GZMH CLPSL2 GZMK TREX2 PTGER2 CD3D HTR1F SLCO1B1 MRGPRF BGN RAD51AP2 MYOCD MBD3L1 CD69 OR51E2 FAM237B TCTE1 NCR3 SHOX LCN1 CD2 ACTA2 OR52A5 KLRC1 SH2D1A COL4A1 LOC100653049 DSG3 DDTL CNTD1 TDO2 CCDC179 COL8A1 HCST TRIM77 OVOL2 TP53TG3B TPM2 GZMA GZMM KCNJ2 SIT1 GPR22 FAM166A CIDEA THEMIS CCK NDUFC2-KCTD14 TERB2 LOXL2 XKR3 OR52E1 LAIR2 SFT2D3 HAMP THBS1 COL3A1 KRTAP1-5 MKX TMEM160 GGTLC2 LRRC69 HSFY1 IL2 MYL9 IFNE CD48 LOC102723713 LIPI TOMM20L SDR16C5 FGF5 LYNX1-SLURP2 IFNG KLRB1 FSCN3 BHLHA9 CTXN2 TNFRSF11B REP15 OR51E1 ICOS CLDN22 LCMT2 POTEG HSPB7 SLAMF1 PTPRCAP SLC5A2 FATE1 TBC1D3I CLIC3 NKAPL SYTL3 ATAD3C LRTOMT UBL4B TP53TG3E CD3E SPINK9 KRTAP2-3 CHRNE CST7 IL22 VPREB3 RAG2 ELN TSLP RAB1C RNASE3 C8ORF90 KIR2DL4 ANKRD62 CD8A KIR2DS2 GPR25 MAFF CD248 TFB1M NME7 PGLYRP2 FAM217B GYS2 KRTAP16-1 KLRF1 DEGS2 BICDL2 SPDYE13 DEFB131B FGFBP2 KIR2DS3 NKG7 PDGFRL CD7 ARMS2 SLC26A4 TEX54 OR51V1 CCDC152 KIR3DL1 CSN1S1 GALNT8 LRRC72 KNG1 ANKRD30BP3 KRTAP12-3 ASIC5 SH2D1B WFDC10A ITGBL1 ARSJ CA6 KIR2DL2 CTSW TGFBR3L ITGA11 CHCHD10 KCNJ3 XCL2 PGAM4 KIR2DS1 TREH CALD1 TMEM265 CLPSL1 ZNF593OS S100A12 RPRML PRSS3 GDPGP1 SERPINE1 LAMP3 ANKRD2 CCNI2 CD74 IL7R LTB COL1A2 XCL1 KCNK15 LOC102723655 SERPINA9 CCL5 IDO1 SCYGR10 CAPN12 APOC2 GSTT2 TEX29 NGF CD8B COX7A1 STC2 ACAN PRF1 ACTG2 PYDC2 LOC124903185 NTN4 SLA2 IL9 COL1A1 CD52 ANKRD30A PKLR FOXS1 RS1 NOX1 TCL1B EPHX4 SULT6B1 TEX43 KCNMB3 ZNF683 SPINK2 CNN1 LY6D MEGF6 ASB17 GZMB AREG CFC1B KRT7 IL32 S100A7 COL4A2 GNLY PRRG3 HIGD1C DUSP2 FOXH1 CCL11
14.483918,10.839045,Cluster 0,MEDULLA OBLONGATA HUMAN,SLCO1B3 TRIM63 ZC3H12A BDKRB2 CYP4B1 NR4A3 LOC128092248 KLF4 SLC52A3 CYP1B1 CALHM5 APOLD1 DUSP1 PEAR1 MGP ARAP3 CD93 CCR5 AEBP1 EMILIN1 APOOL MEDAG VWF CRISPLD2 TINAGL1 SMOC2 PLA2G2A CFB ITGB4 CD1E ERG DCN PDCD1 CD109 PPBP IRAK3 CMKLR1 DNASE2B KIAA0040 ACKR3 HLA-DRB4 TNFSF18 TM4SF18 EMP1 C7 ELK3 FGD5 ERAP2 CXCL2 LOC128031835 NOS3 DDR2 ADGRL4 EGR2 ATOH8 ARHGEF15 VIT ITGA1 PGR KANK3 COL14A1 ST6GALNAC1 TGM2 ESAM DEFA1B FCGR2B ITGA5 CES1 MARCO AOC3 FRZB CP LRRC32 CXCL1 SELE ADGRG6 MYCT1 TNFSF12-TNFSF13 CAVIN2 MMP19 PMEL AVPR1A FCGBP STON1 KLK13 CPA3 TUBAL3 SELP CAV2 BCL3 CXCL3 PGM5 STARD8 SOCS3 HYAL2 FLVCR2 ADGRA2 FPR3 CLEC1A PECAM1 ADPRH A2M KLF2 BCL6B TRIB1 EMCN TPO ICOS CD34 C2CD4B THBD SLC39A8 FGF4 ITPKC NR4A1 ICAM1 HSPA12B LCN6 FBXO32 FOSB TPSAB1 ANGPTL5 FMO2 PRELP SOX17 CSRNP1 CLEC5A ADH1B SCARA5 S1PR3 ACSL5 SERPING1 SLAMF8 FBLN2 NFKBIZ CDH5 FOSL2 NAGS SPIC SCARA3 TYR PKHD1L1 MMRN2 ACVRL1 ADGRF5 AKR1B10 SERPINA5 DUSP5 FMOD SOX18 F13A1 ACKR1 OSMR SOX7 ECM2 IL1R1 FAM3D GIMAP1-GIMAP5 TNFAIP3 PLA1A C1QTNF1 CCKAR CLIC4 C1R CLEC10A ALOX15B HLA-DPB1 CARD6 HEG1 ITIH2 CD1C CPZ SFRP4 LCN10 ETS1 PRX C6 FAM110D PODXL ARRDC4 KCNK17 CCDC69 TMEM204 MPZL2 SLCO1B3-SLCO1B7 CALCRL CD163 FZD4 SLC47A2 LEPR ST6GALNAC2 TMEM132E LTBP2 CLIC2 NLRP6 HBEGF INS-IGF2 AHR TREM1 FHL5 OGN GPNMB ITGA10 MALL LYZ ABCC3 TACSTD2 PLAT TNXB LTF TIE1 GGT5 KANK2 C1S IL6 CCL14 DPT CLDN5 PLEKHO2 PGF SLFN11 ECSCR FNDC1 TGFBR2 NID1 PLEKHA4 WWTR1 CCN4 COL8A2 ANXA3 TMEM252 INMT TIMP3 AFAP1L1 SLC40A1 HLA-DOA ROBO4 ADAMTS1 HELZ2 BIRC3 FKBP5 LAMC3 PROK1 GBP3 HTRA3 CLEC6A APOL1 LOC127898563 CSF3 SRPX2
6.512424,-0.2603022,Cluster 1,PRIMARY MOTOR CORTEX MOUSE,USP26 4930517L18RIK 9430069I07RIK RAD51AP2 DNAAF6 4930533D04RIK SCGB1A1 S100A2 BOLL CXCL2 CLEC4G CSF2 GZMA SFTPA1 4930594A02RIK SBP SFTPB DUSP23 SFTA2 TBPL2 EREG MYF5 FAM83A CFAP97D1 CXCL1 4930517N10RIK CXCL17 MS4A2 KLRC2 DNASE1L3 HDGFL1 CXCL3 CLDN22 BPIFA1 IQCJ PPP4R3C1 FBXO43 SCGB3A2 VSX1 4930578M07RIK IFNA16 4930453C13RIK KLRC3 KLF10 TK1 4933411O13RIK FCER1A ZGLP1 RHAG NKG7 2310067P03RIK 1700010K24RIK CLDN18 MC1R CHRND RNF222 CLEC1B LOC671917 HOXB1 TBX22 SFTPD 2810403G07RIK 2410137M14RIK 1700084C06RIK SCGB3A1 RBM6 WNT8A P2RY4 OAZ3 ELANE TREM1 SDR9C7 LAMP3 ZDHHC19 XCL1 KLRD1 C5AR2 AY074887 IL6 TMPRSS11B NCR1 TNFRSF14 CTSG 4933411E02RIK TMSB15A SLX1B OIT3 SFTPC SAA1 DMGDH GPIHBP1 CCL20 CSF3 4930435M08RIK TMPRSS13
10.564571,-6.4621673,Cluster 1,VENTROMEDIAL HYPOTHALAMUS MOUSE,KIR3DL2 1700054K02RIK QRFP LBHD2 1700042O05RIK FAM122C 1700012C08RIK 1700018F24RIK ZP1 PRDM13 NR0B1 LCE3D 4930480E11RIK CFC1 LOC100862192 POMC GHRH HMX3 NPVF UPK3A AVP TM4SF5 MMP10 ERICH6B MYL10 4930535G08RIK GAST PRLH NKX2-4 PJVK PARPBP LCN15 VMN1R187 CCNB3 LOC100862115 BSX GCK 1700041M05RIK 4930435C17RIK CITED1 2300002M23RIK BARX1 KISS1 AGRP SLC2A7 TBX19 KNCN MC3R KIR3DL1 VGLL2 1810009J06RIK CRYGB PMCH SHISAL2A ODF3L2 FNDC11 HMX2 1700011D18RIK NME8 4930591A17RIK 4933408A14RIK GALP OXT BPIFB1 1700093P08RIK UPK2 NR5A1 MAB21L4 FEZF1 AADACL3 SMIM23 HCRT PTX4 KRTAP5-3
11.263067,0.121070504,Cluster 1,CENTRAL AMYGDALA MOUSE,TIGD4 KIR3DL2 CLDN9 POLA2 KCNE2 FAM166C METTL11B TMEM275 TUG1 RNF151 FAM47E 2410152P15RIK IL21 TMPRSS15 NGB OVOL3 RSPH1 FSHB SPATA25 IL23A MSX1 PDYN PIFO AU017674 KIF24 MORN3 UCN3 NIPAL1 DLX4 LHX8 PEBP4 APOC3 4930594A02RIK PDE6A SASS6 AMELX KCNJ13 NUP62CL CAPSL PLEK2 SSTR5 PRL BC051665 GAST PRODH2 KLKB1 FAM90A1B PECAM1 NDUFA1 ALDH3B2 GH TMPRSS7 2810461L16RIK TAC2 2610028H24RIK SOWAHD CPN2 RAG2 1700041M05RIK STEAP1 TYR MTNR1A PITX1 LRRC17 LNP1 GPBAR1 KNCN PRR32 CGA 4930477G07RIK SYCE3 GPR39 LYG2 KCNK7 SULT1C1 NPBWR1 FKBP1A HELT MAJIN DMRT3 CRYGA TSHB SOSTDC1 MYH7 NTS SMIM22 SPACA9 4930458B22RIK ODF3L2 SPINK8 IHO1 CALML4 VEPH1 ATP6V1C2 GTSF1L TPSG1 FOLR1 VRTN SOAT2 GPR150 DHRS9 VPREB1 CHRNA10 LCE3A 1700122D07RIK GM16527 DRC7 GBX1 UPK1B WDR86 U90926 4930558K02RIK KRTAP26-1 ANKRD65
9.079692,-4.697266,Cluster 1,NUCLEUS ACCUMBENS MOUSE,1700042O05RIK LOC108168683 GM16367 5530400C23RIK 4930518I17RIK LCE3E KRTAP4-27 4930404O17RIK IFNA6 SCGB2B2 LOC100862202 IFNA1 ESP1 1700040F15RIK KRTAP29-1 IGFL3 1700054K02RIK IFNA7 1700106O07RIK LOC100503733 KRTAP19-4 1700040E09RIK PRP2
11.320959,-6.6708465,Cluster 1,ARCUATE NUCLEUS MOUSE,ZFP92 LHFPL1 PCDHA4B TRY4 KIR3DL2 CLDN9 QRFP CALCR 1700012C08RIK H2-Q2 SCN7A PKD1L1 TSHR AKAP14 FSHB PRDM13 NR0B1 GRPR FOXB2 POMC GHRH TBX3 DYNLRB2 NPFFR2 FZD5 2310081O03RIK TEX16 HMX3 NPVF ESYT3 HESX1 MYF5 NMS PLAGL1 PROKR1 LRAT CNGB1 AMBN BRS3 PROK2 GABRE SHISAL2B GNRHR AVP GLP1R RERGL FAM166B CPA4 RSPO4 GAST IRS4 PRLH FAM90A1B CFAP107 RAX NKX2-4 PJVK BPIFA1 NXF3 SEMG1 CFAP73 SYTL4 CORIN CELA3B 5330413D20RIK PYY BSX ADH7 GCK PABPC1L2A CITED1 CFAP95 KRTAP17-1 NEK5 PITX1 MTNR1A RIBC2 SOX14 PRLHR AGRP KISS1 KRTAP16-1 TBX19 IAPP CGA NPY TNFRSF8 MC3R CIB4 MAGEL2 SIX6 KCNJ5 LYG2 CCKAR KIR3DL1 KLF14 MIA SPINK5 COL23A1 ASB4 VGLL2 ERN2 SFTPD NKX2-1 PPY VGLL1 TFF2 SHISAL2A ADGB GPR50 PRDM12 FNDC11 BPIFB1 FOXD2 CDC20B HMX2 OTP NME8 HSD11B2 EDAR RADX USP51 GHSR GALP OXT APELA FOXR2 GABRQ SIM1 MYMK UPK2 NMUR2 NR5A1 2210414F02RIK MAB21L4 FEZF1 NR5A2 GSX1 PTX4 6030498E09RIK DAW1
11.3404,-6.062985,Cluster 1,LATERAL HYPOTHALAMUS MOUSE,SLC46A2 FGF23 GSC CDX4 1700123K08RIK TMEM91 TMC2 TSSK3 ONECUT3 4930517L18RIK FREM3 RNPC3 4930532G15RIK KREMEN2 CRYBB2 CACNG6 PRSS1 FOXB2 LYG1 4930519G04RIK SAMD3 ODF4 UCN3 GHRH UGT3A1 PDCD7 SPOCD1 4930408K08RIK CRYGD PDZRN4 1700121L03RIK RAB42 HMX3 ONECUT1 NPVF TRH 1110035H17RIK IFI44L 6530437J22RIK 1700024P12RIK BRS3 AVP NMRK2 TMEM211 GAST HMCN2 ZC3H11D CCDC105 NKX6-3 NKX2-4 COL6A6 PARPBP ULBP3 4930509H03RIK P3R3URF SYTL4 IQCJ NKAPL 4930558N01RIK CRYGC FCRLB TRPC5OS 4930578M07RIK INSL5 GCK PRR19 2310026L22RIK A930006A01RIK 4930580E04RIK KRTAP17-1 IL11 ZGLP1 FXYD4 SIM2 KRTAP16-1 CAPS2 9330118I20RIK CCKAR WDR88 CRYAA KIR3DL1 NANOS2 2010109A12RIK OTOL1 PRSS27 PMFBP1 VGLL2 4930519A11RIK PLD6 ERN2 LVRN CRYGB PMCH SHISAL2A WNT8A EIF4E1B CRIP3 4921523L03RIK OLFR1 IHO1 HMX2 SGCZ VAX1 OTP ROS1 TMC4 SYVN1 OXT SIM1 CCER2 ZMAT1 SBK3 5430427G11RIK ERFL D030016M11RIK NR5A1 CEP70 FEZF1 GCSAM GLIPR1L2 SLC6A16 HCRT 1700013M08RIK USH1C 2810036E18RIK 2810403G07RIK
10.596192,-1.273795,Cluster 1,BASOLATERAL AMYGDALA MOUSE,SPINK8 NPSR1 BMP3 KIR3DL2 ERP27 1700041M05RIK CYP26A1 LYPD1 TIMM22 TMEM275 LRRC17 LNP1 CCDC42 CNIH3 AKAP5 KCNG1 IQCF5 CHRNA10 PTER GPR39 CYP26B1 ANKRD7 GKN1 OTOP2 SLC26A4 ELP6 SPATA31E2 MSTN H2-M1 PLCZ1 ACP7 SLC9A4 ALLC BC048671 UCN3 THY1 C1QL3 EFCAB3 4930458B22RIK
6.018399,-0.42345127,Cluster 1,FRONTAL LOBE MOUSE,4930555G01RIK FOXE3 KRTAP13-21 CCER1 9430069I07RIK H2AL3 OTOP2 SAXO1 1700119I11RIK GDPD4 CEACAM5 4930594A02RIK 1700121L03RIK MS4A15 CFAP97D1 2900042K21RIK PLAC1 MAGEA9 KRTAP10-10 4930415C11RIK 4933405O20RIK IFNA16 4930503E14RIK 1700049E17RIK2 4930453C13RIK 2810432F15RIK MAGEC2 1700049E17RIK1 4930442G15RIK FRMD7 SPACA7B FIGLA 4930544I03RIK H2AP 1700085D07RIK HEPHL1 NAA11 4930433J02RIK 2410137M14RIK 1700105G05RIK MRGPRG FFAR1 CCL26 KERA CHRNA10 CHEK2 APOBEC4 B3GALT9 4921513I08RIK AFP ZCCHC13 4933411E02RIK FCRL5 TRIM50 4930471E15RIK ALKAL1
8.643499,-3.6579888,Cluster 1,PERIAQUEDUCTAL GRAY MOUSE,POU4F3 AY358078 KRTAP27-1 LOC108168683 POU4F2 H2-M1 LOC108168681 SLY MAGEB5 PRPS1L1 LOC102633783 4930511O05RIK IFNA7 TPH2 RLN3 1700007M16RIK SLC6A4 AADACL3
10.585067,-0.7700169,Cluster 1,GLOBUS PALLIDUS MOUSE,SLC4A5 TMEM275 CHST4 KCNG1 MMP27 NPSR1 CYP26A1 ADORA2A IL36G SSTR5 MAEL CYP26B1 XDH 4930527E20RIK LY6K STK31 LNP1 LEFTY2 PRR32 1700049E17RIK1 F5 ANKK1 KIR3DL1 GNAZ PAPPA2 SLC9A4 ALLC CWC22 4930458B22RIK SPINK8 ATP6V1C2 MFRP LYPD1 CLDN2 ADAD2 KERA CHRNA10 WFDC12 1700001F09RIK 4933411E02RIK SPMIP5 ACTBL2 ANKRD65
11.326037,1.1612091,Cluster 1,ANTERIOR THALAMIC NUCLEI MOUSE,KDELR3 PRR9 TRPV5 HOXB13 DYNAP MAGEB2 LOC100038995 TUG1 LGALS1 MAGEA8 ABHD12B KRT83 SNX31 SERPINB7 SYCE1 LY6G5C SHOX2 CLDN19 OVOL3 GSTA1 SPATA25 IL23A CCDC121 GBX2 PUDP WFDC9 KIF24 BNC1 NIPAL1 FAM229A TCEANC2 WFDC11 HOXC13 LOC100862202 SPEM3 KRTAP1-5 NEXN BC051665 KRT13 IFNE ANG2 ERICH6B PADI1 PLAC1 DNASE1L3 SEC14L4 MZB1 3830403N18RIK UGT1A8 ZC3H11D KLKB1 PECAM1 RGS21 PPCDC POTEG TMEM225 LOC100862245 LOC100862115 SCGB3A2 AQP12 TEX19.2 FGF21 4930503E14RIK KRT18 MAGEB18 1700049E17RIK2 STEAP1 GPHA2 LOC100039010 TNNT1 FAM83E UGT1A9 TEX47 CFAP221 GJB4 SLPI TRPM6 4930519L02RIK DEFB1 LOC665290 ANKMY1 DMRTC2 MAJIN IL1RL1 4930426D05RIK UPK3B IL1F10 TCF7L2 ECHDC2 KRT16 1700105G05RIK RPL39L JCHAIN 4930562D21RIK CWH43 LOC100041712 ENDOU LMOD2 PPM1N SPRR2G FAM170A LIPE MIXL1 COL4A3 H2AC1 4921501I09RIK U90926 MEIKIN SPINK2 FMO3 NTNG1 SPON2 AWAT1
11.833876,-5.845235,Cluster 1,SUPRACHIASMATIC NUCLEUS MOUSE,ZFP92 ARHGAP36 KIR3DL2 QRFP GSC CALCR ZPLD1 PATE4 VIPR2 TEKT1 INSM2 RASD1 STK33 TEKT2 CRYBB2 PRDM13 NR0B1 GRPR KRT81 FOXB2 TNFSF18 ARHGAP40 CRYGD 2310081O03RIK NUP62CL TEX16 HMX3 TRH NMS LRAT PROK2 BRS3 AVP GABRE AVPR1A MYL10 1700016H03RIK LY6L FOXN4 DNAH1 SERPINB11 GAST IRS4 SLC14A2 FGF8 NKX2-4 TPO SEMG1 CFAP73 SYTL4 C2CD4B CRYGC 2610028H24RIK LGSN SOX3 GCK FAM83F PRR29 SPTLC3 MTNR1A PITX1 HNF1B PRLHR PROKR2 KRT71 KRT75 KRTAP16-1 TBX19 LIM2 RFX2 CROCC2 MAGEL2 VIP SIX6 H2AB2 LYG2 NPBWR1 CCKAR CRYAA ANXA8 RRAD SIGLEC15 CRYGB SHISAL2A GPR50 CCDC81 PRDM12 SYT10 4933439N14RIK PLA2G4F VAX1 OTP CRYGS 4930524B15RIK GHSR OXT SIM1 TEX46 LEXM PPP1R17 FOSL1 SPATA46 ERFL COL6A5 RGS16 NR5A1 HRH4 FEZF1 KCNH8 PTX4 6030498E09RIK KRTAP13-1
9.620989,-3.3355467,Cluster 1,MEDIAL AMYGDALA MOUSE,UBE2D4 TEX12 FOXI1 UCN3 CCDC42 SLY TPPP2 UGT1A8 KRTAP19-2 LOC102633783 POU2AF1 GM33887 1700008N11RIK LOC118568473 4930511O05RIK TATDN1 LOC102636558 TEX46 1700122D07RIK 1700048P04RIK
20.959064,8.604658,Cluster 2,INSULAR CORTEX MOUSE,NTN5 DGAT2L6 RGSL1 A4GNT LIPM TRIM54 RAD51AP2 IGSF23 MEI1 FYB2 SAXO1 DNAAF6 DSC3 OVOL2 SYTL1 SPOCD1 NPC1L1 UPK1A CDSN IGFN1 GLP2R FERMT1 CCDC188 LAMC2 SLC23A3 IRGC1 CLEC18A 1700020A23RIK RNASE13 1700021J08RIK AA672651 EFCAB8 CDC25B ROBO3 TNFRSF25 SPAG6 SLC26A4 SMIM43 CLCNKA CHRD TECTB PSORS1C2 SLC9A4 EFCAB3 RXFP1 ASCL5 ITPRID1 RTP1 ACTL10 MUC19 CORT SATB2 COL6A5 GDPD3 COL5A1 THPO
13.225807,7.3743653,Cluster 2,OLFACTORY BULB MOUSE,ITGAX TREM2 FCER1G TBX21 SP8 STING1 TNFRSF13B FCGR3 FOXE3 UGT2A1 IL27 2310057J18RIK CCR6 SCIMP IQCN LTC4S PDCD1 GP9 S100A8 ODAM CEBPE EAR1 CCL8 CYP1A2 ALX3 GDPD4 SLC11A1 LAG3 HAVCR2 PLAC8 OMP AMELX MS4A15 HAND2 IFI44L 5430401F13RIK MUC16 AMBN CD48 PTH2 CD86 TREML4 SERPINB11 LTB4R1 GJE1 CD177 AIF1 PIP BPIFA1 CRYBA4 KRT79 OSM EAR2 CST7 BPIFB6 FOXD3 LILRA5 CALHM6 5430402E10RIK NKG7 VMO1 GFY FRMD7 SULT1C1 UGT2A2 BPIFB3 CD207 LY86 IL1B AGR3 CAMP FOLR2 SOHLH2 CABS1 LST1 ACSM4 CRYBB1 RGS1 4933430L12RIK ELANE SCGB1C1 SEC14L3 S100A9 TNFRSF17 LAT2 LTF IL17A KCNK15 GPX6 APOC2 ASZ1 MMP8 BPIFB4 OBP2B CD52 OBP2A S100A5 CTSG PRSS56 GZMB
16.477585,12.314982,Cluster 2,SPINAL CORD MOUSE,CYTL1 UTS2 HOXA6 TNFSF14 AADACL4 CD3G P2RY10 HOXB9 KRT14 LCE1B KRT83 CCL1 HOXD4 LCE1C HOXD9 SCIMP RAB44 CD2 KLRC1 PDCD1 PRG2 CXCR6 HOXC8 S100A8 CEBPE MNX1 EAR1 APCS BGLAP MUP1 MEFV HOXD10 MPZ CLEC4E KPRP SIT1 SERPINB12 AV320801 TNFRSF4 HOXB8 MPO IZUMO1R HOXC13 TFF1 HOXA7 CCN5 CD300C HOXB7 GPR141 F7 MS4A4A MARCO HAMP CCR8 FPR1 CLEC7A KRT78 1700012B07RIK 4930570N18RIK MMP10 CASP14 HRNR 4930438A08RIK SDR16C5 SULT2A3 SULT2A1 IFNG LTB4R1 CD177 UTF1 LAT FGR ICOS CD79A IL36A KRT6B GIMAP7 PMP2 HOXC11 LCE1D KLK7 KPLCE NKX3-2 HOXC6 CD300LB HOXD8 LCE1E DSC1 VPREB3 LILRA6 HOXB6 TNFSF11 VPREB2 PADI4 GAPT PKP1 NKG7 SPRR5 CXCR3 KRTDAP IGLL1 SPRR1B SPINK5 FLG ARG1 KRT24 HOXC9 CAMP KLK5 RPTN LCE6A THEM5 CD40LG HOXA10 CTLA4 MCEMP1 ELANE FPR2 TREM1 ATP6V0D2 S100A9 GPNMB HOXA9 CLEC4D TMEM233 XCL1 LTF MT4 IL17A ANKRD22 CXCR1 HOXA11 APOC2 MMP8 LCE1F IL36B CD96 PRG3 IL36RN SERPINA6 HOXC10 KRT5 PLBD1 CALML3 AA467197 CTSG FAM25C CLEC4N FOXD4 MMP9 HOXC12 LY6D FMO3 AWAT1
12.520317,7.3947406,Cluster 2,OLFACTORY BULB HUMAN,SIGLEC10 ITM2B TREM2 FCER1G CSF1R OLFML3 TMEM119 IRF8 IFNGR1 TLR3 STING1 BMP8B CSF2RA GPR183 MYOZ2 DNASE2 RAB32 HHEX VAMP8 FGF20 CD5L IL27 TRIM10 CR1L CD33 CCL1 MPEG1 ADAP2 LPAR6 TLR10 IGF1 RPL10L MYOG TMIGD3 CLEC12B C3 RFPL4A HCK HPGDS LTC4S GP9 CX3CR1 GPR31 LOC127933115 GIMAP4 OLR1 EBI3 KCNK13 CEBPE GGTA1 ASCL2 CCL7 CYBB CCL8 VSIG4 HCST SLC2A4 LOC128125814 MGST2 SUCNR1 PYCARD ALAS2 SPNS3 APOC4 ADGRG5 CCR1 CCL4L2 GMFG CD4 KRT1 CTSS CNGA1 APBB1IP LILRB5 IL1A TMIGD2 CLRN3 HAVCR2 CEACAM21 GPR34 CD28 HPSE VSIR CD300C CPVL TMEM52B FGL1 PF4V1 MAF BST2 PCED1B SAT1 CLEC7A P2RY12 GNA15 LYVE1 FPR1 CD300A ANXA2R UBE2NL RGS19 LPAR5 ITGAM SASH3 TNFSF10 CD86 RGS10 CNPY3 ALOX5AP EBAG9UORF IKZF1 ST6GAL1 FFAR4 SLC4A1 UTF1 AIF1 STYXL2 NMI EPSTI1 SH3BP1 CH25H TNFRSF13C AHSP NINJ1 MNDA KLF1 S100Z CASP1 CD180 CRYBA4 GLIPR1 C1QB CCL3L1 SELPLG FCGR3A SOWAHD CD300LB CTSC RFPL4AL1 DAPP1 OTULINL CPED1 CCL13 RAB1C FCGR1A MS4A7 INKA1 MRC1 GPBAR1 C1QC FCER1A CALHM6 CD40 OR52K2 TIFAB H3-5 TMEM35B ARHGDIB PLVAP CCL23 CXCL10 SUSD3 TRIM34 IGSF6 FRMD7 VMO1 TMEM269 LILRB4 CD68 CELA1 NCF4 PRAC2 LY86 C3AR1 TLR1 FUOM TBXAS1 SPP1 P2RY6 BIN2 FOLR2 GPR42 ADORA3 ASCL4 TASL RNASET2 CASP5 APOE FFAR3 FCGRT SAMSN1 C1QA CCDC182 IBSP CYBA EPB42 RNASE6 CRYBB1 AGR2 LST1 LOC107986768 IL4I1 GPR84 MOS ZG16B TRIM58 TNFAIP8L2 MORC1 CLEC4A PTCRA SIGLEC12 LAT2 ITLN1 AOAH LYL1 GIMAP1 TENT5C TNFSF8 CYTH4 APOC2 DHRS9 ABI3 CKLF MILR1 ACY3 LOC124903185 P2RY13 PLD4 LGMN GIMAP2 GAL3ST4 CD53 ATXN7L1 SLC7A7 TIMD4 PTAFR TYROBP APOC1 TLR7 LY96 ARPC1B GAB3 RGS18 ACTBL2 IL1B ADRB2 BATF
21.264746,9.958404,Cluster 2,ORBITOFRONTAL MOUSE,NTN5 PLEKHG5 SCUBE1 PCDHGC5 PER1 MAST3 SF3A1 BBC3 PRR36 FOXE3 A4GNT 1110032F04RIK HIVEP3 ICAM4 KEL ADRA1D OTOGL CCKBR LRFN3 OTOP2 HEMGN PRG2 ADNP PPBP TMEM121B EAR1 MYLK3 PIP5K1C MAS1 DRD3 OVOL2 SYNPO GDPD4 TBKBP1 RASL10A KRTAP28-10 PADI6 CCN5 FOXG1 ADORA2A MS4A15 CDSN GRAMD2 ERF FAM163B STX1A KCNN2 KASH5 TMEM40 CCM2L CHRM4 VXN SLC4A1 ZXDA IRGC1 GIPC3 HS3ST2 1110002E22RIK BPIFA1 PLPPR2 UBALD1 CAMK2N2 WNT9A MYH3 NR4A1 MAFA PAPLN HRH3 PRSS12 PRSS22 PABPC1L2A FGF16 MMP17 BC048507 SLFN14 SH3RF3 SOBP POU6F1 GPR25 THBS4 SLC8A2 BAIAP2L2 CPNE5 C2CD4A SPAG6 ARHGAP33 BPIFB3 SMIM43 WNT10B ADAM18 EPOP KRT9 RBFOX1 KPNA7 GALR3 HKDC1 KCNF1 WNT10A SSTR4 LINGO1 SFPQ CWH43 ATP6V0D2 GFI1B GPNMB KRT80 ERDR1X VAX1 IGSF21 ASCL5 SEBOX ITPRID1 DMRT2 HTR6 LTF MUC19 CXCR1 GPR150 LOR CORT CITED4 KCNJ4 FOXF2 SATB2 ARHGAP11A DOC2A RTN4RL2 GPR6 GRM2 WNT1 EPHB6 ALOX12B 4930500M09RIK TBR1 MPPED1 ALKAL1 SLC17A7 TEKTIP1
