x,y,Name,Genes
3.3293703,7.0814257,C6H12O6 (HMDB03345),G6PC MGAM GCKR GBA AMY1A AGL AKR1B1 GAA HK1 G6PC2 GBA3 HK3 GANC HK2 GCK GLB1 SI LOC130589 ENPP1 GALM LCT
6.058618,1.5911099,Formyl-CoA (HMDB03419),FECH ALAS2 ALAS1 UROS CPOX PPOX ALAD HMBS UROD COX15 HACL1 DKFZP686P18130 BLVRA
0.20159703,6.9194245,CO3 (HMDB03538),CA13 CA12 CA2 CA1 CA4 CA5B CA3 CA5A CA6 CA8 CA7 CA9 CA14
-0.8405788,4.368153,Salicoside (HMDB03546),BGLF PTS17A PTS33BCA PTS37A YADI PTS25B PTS37C PTS28ABC PTS27BCA PTS4ABC SRLE SRLB EF0081 FRWB EF0080 LICB FRWD PTIB CHBB PTS21A CHBA MALX TREB TAGT MURP PTS30BCA MTLF PTS38A PTS38BC ASCF PTS24BCA PTS5ABC ULAB SGAB PTS18CBA FRVB FRVA SCRA PTS34B PTHA PTS10A PTS11BC PTS32BC ULAC PTS19A PTS9AB PTS19B PTS15A GATB PTS35A GATA PTS15B PTS2CB PTS1BCA GLVC GLVB PTSG FRYA MANL YPDH NAGE PTSA FRYB FRUA HRSA PTS22CBA PTS11A PTS23B FRUB PTS23A PTS35B PTS12BCA PTS31A PTSN MANX MTLA YPDD PTS37BC CRR AGAV PTS36B CELC PTS36A CMTB CMTA PTS PTS2A SGCB SGCA AGAB PTS20A PTS16ABC PTS32A PTS20B MNGA PTS31BC
0.33619255,7.153662,Cadmium (HMDB03638),MT1L MT1M MT1X FHIT CNDP1 CSS3 MT1A MT1B CHSY1 MT1G MT1H MT1E MT1F
1.3535923,-20.398336,C33H56N7O17P3S (HMDB03712),ACADM ACOX3 ACADL PECR HADHA ACOX1 DCI EHHADH ECHS1 ACAA2 PECI
3.0829413,-12.602587,"19-Hydroxyandrost-4-ene-3,17-dione (HMDB03955)",CYP3A43 CYP4B1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2B6 CYP2S1 CYP2A13 CYP2D6 CYP1A2 CYP1A1 CYP1B1 CYP2E1 CYP2F1 CYP2J2
3.0763772,-12.595835,C19H28O3 (HMDB03956),CYP3A43 CYP4B1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2B6 CYP2S1 CYP2A13 CYP2D6 CYP1A2 CYP1A1 CYP1B1 CYP2E1 CYP2F1 CYP2J2
3.1478796,-12.6640835,C19H28O2 (HMDB03959),AKR1D1 CYP3A43 CYP4B1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2B6 CYP2S1 CYP2A13 CYP2D6 CYP1A2 CYP1A1 CYP1B1 CYP2E1 CYP2F1 CYP2J2
1.0818424,7.606789,F6P (HMDB03971),PFKFB3 PFKFB2 TKTL2 TKTL1 PFKFB4 MPI HK3 HK2 GCK PFKM PFKL FBP1 FBP2 TKT PFKFB1 GPI PFKP
2.4915943,-19.389896,"1H-Indole-3-acetaldehyde, 5-hydroxy- (HMDB04073)",ALDH3A2 ALDH7A1 PRMT3 HAO ALDH1B1 ALDH2 MAOB ALDH1A3 MAOA AOX1 INMT ALDH9A1
3.0970683,-12.61794,6-Hydroxymelatonin (HMDB04081),CYP3A43 CYP4B1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2B6 CYP2S1 CYP2A13 CYP2D6 CYP1A2 CYP1A1 CYP1B1 CYP2E1 CYP2F1 CYP2J2
3.137534,-12.660101,"(5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate (HMDB04244)",GPX1 GPX3 GPX2 GPX5 GPX4 GPX7 CYP3A43 GPX6 CYP4B1 ALOX15B CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2S1 CYP1A2 CYP1A1 CYP2E1 ALOX15 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2B6 CYP2A13 CYP2D6 CYP1B1 CYP2F1 CYP2J2
1.1989678,-20.604736,Bradykinin (HMDB04246),DKFZP686O088 ACE BDKRB1 ERAP1 F12 BDKRB2 AGTR1 MRVI1 KLKB1 NLN RXFP4 KNG1
-4.025461,3.3097446,C11H22O22P4 (HMDB04249),ATP11C ATP11B PISD ATP11A PLEKHA8 PIGC PIGF SDPR PIK3CB PIK3CA PIGB PIGA PIGL PLCD1 PIGN PLCH2 PIGM PIK3C3 PLCD4 PIGH PIGG PLCD3 TMEM55B ATP10D ATP10B INPPL1 ATP10A PITPNC1 PLTP PREX1 PLCZ1 PLCE1 ATP9A TPTE2 ATP8B4 ATP8B3 ATP8B2 ATP8B1 PLSCR2 PLCB4 PLSCR1 PITPNM2 PLSCR4 PLSCR3 PITPNM1 PITPNM3 PLSCR5 PLCB2 PLCB3 PLA1A PLCB1 TMEM55A PIGT PIGS PIGV PIGU ATP8A2 PIGO ATP8A1 PITPNB PIGQ PITPNA PTEN PIK3CD PLCXD2 PIGX PIGW PLCXD3 PIGZ PLCXD1 PIGY PIK3CG INPP5D PTDSS2 PTDSS1 PLCG1 PLCG2
3.338737,-12.807279,"14,15-Epoxy-5,8,11-eicosatrienoic acid (HMDB04264)",CYP3A43 EPHX2 CYP4B1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2B6 CYP2S1 CYP2A13 CYP2D6 CYP1A2 CYP1A1 CYP1B1 CYP2E1 CYP2F1 CYP2J2
0.9993851,-20.866255,C24H32O8 (HMDB04482),UGT1A10 UGT2B11 UGT2B10 UGT2A1 UGT2B15 UGT1A1 UGT2B28 UGT2B17 UGT1A6 UGT1A5 UGT2A3 UGT2B4 UGT1A4 UGT1A3 UGT1A9 GUSB UGT1A8 UGT2B7 UGT1A7
0.9986898,-20.866343,Estrone 3-glucuronide (HMDB04483),UGT1A10 UGT2B11 UGT2B10 UGT2A1 UGT2B15 UGT1A1 UGT2B28 UGT2B17 UGT1A6 UGT1A5 UGT2A3 UGT2B4 UGT1A4 UGT1A3 UGT1A9 GUSB UGT1A8 UGT2B7 UGT1A7
4.5091944,-19.836334,Etiocholan-3alpha-ol-17-one 3-glucuronide (HMDB04484),UGT1A10 UGT2B11 UGT2B10 UGT2A1 UGT2B15 UGT1A1 UGT2B28 UGT2B17 UGT1A6 UGT1A5 UGT2A3 UGT2B4 UGT1A4 UGT1A3 UGT1A9 GUSB UGT1A8 UGT1A7
3.296313,-12.816664,"11,12-EET (HMDB04673)",CYP3A43 EPHX2 CYP4B1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2B6 CYP2S1 CYP2A13 CYP2D6 CYP1A2 CYP1A1 CYP1B1 CYP2E1 CYP2F1 CYP2J2
3.1376143,-12.659027,16(R)-HETE (HMDB04680),CYP3A43 CYP4B1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2B6 CYP2S1 CYP2A13 CYP2D6 CYP1A2 CYP1A1 CYP1B1 CYP2E1 CYP2F1 CYP2J2
3.09545,-12.616286,"11,12,15-THETA (HMDB04684)",CYP3A43 CYP4B1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2B6 CYP2S1 CYP2A13 CYP2D6 CYP1A2 CYP1A1 CYP1B1 CYP2E1 CYP2F1 CYP2J2
3.1326504,-12.653955,"(5Z,8Z,12E)-14,15-Epoxy-11-hydroxyeicosa-5,8,12-trienoic acid (HMDB04693)",CYP3A43 CYP4B1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2B6 CYP2S1 CYP2A13 CYP2D6 CYP1A2 CYP1A1 CYP1B1 CYP2E1 CYP2F1 CYP2J2
3.0975027,-12.618808,"(5Z,8Z,12E)-11,14,15-Trihydroxyeicosa-5,8,12-trienoic acid (HMDB04694)",CYP3A43 CYP4B1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2B6 CYP2S1 CYP2A13 CYP2D6 CYP1A2 CYP1A1 CYP1B1 CYP2E1 CYP2F1 CYP2J2
3.1192076,-12.640535,"9,10-Epoxyoctadecenoic acid (HMDB04701)",CYP3A43 CYP4B1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2B6 CYP2S1 CYP2A13 CYP2D6 CYP1A2 CYP1A1 CYP1B1 CYP2E1 CYP2F1 CYP2J2
3.0603797,-12.579033,"12,13-EpOME (HMDB04702)",CYP3A43 CYP4B1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2B6 CYP2S1 CYP2A13 CYP2D6 CYP1A2 CYP1A1 CYP1B1 CYP2E1 CYP2F1 CYP2J2
0.68861395,11.349418,C67H119N3O31 (HMDB04853),NEU3 NEU4 GLB1 ST8SIA1 NEU1 NEU2 ST3GAL5 B3GALT4 ST3GAL1 LCT ST3GAL4
0.7264375,11.308543,C73H129N3O31 (HMDB04854),NEU3 NEU4 GLB1 ST8SIA1 NEU1 NEU2 ST3GAL5 B3GALT4 ST3GAL1 LCT ST3GAL4
0.7308893,11.30312,C71H127N3O31 (HMDB04855),NEU3 NEU4 GLB1 ST8SIA1 NEU1 NEU2 ST3GAL5 B3GALT4 ST3GAL1 LCT ST3GAL4
0.72224104,11.31269,C73H131N3O31 (HMDB04856),NEU3 NEU4 GLB1 ST8SIA1 NEU1 NEU2 ST3GAL5 B3GALT4 ST3GAL1 LCT ST3GAL4
0.70569813,11.331464,C75H135N3O31 (HMDB04857),NEU3 NEU4 GLB1 ST8SIA1 NEU1 NEU2 ST3GAL5 B3GALT4 ST3GAL1 LCT ST3GAL4
0.72526383,11.30937,C77H139N3O31 (HMDB04858),NEU3 NEU4 GLB1 ST8SIA1 NEU1 NEU2 ST3GAL5 B3GALT4 ST3GAL1 LCT ST3GAL4
0.7261412,11.308778,C79H141N3O31 (HMDB04859),NEU3 NEU4 GLB1 ST8SIA1 NEU1 NEU2 ST3GAL5 B3GALT4 ST3GAL1 LCT ST3GAL4
0.72430414,11.310597,C81H145N3O31 (HMDB04860),NEU3 NEU4 GLB1 ST8SIA1 NEU1 NEU2 ST3GAL5 B3GALT4 ST3GAL1 LCT ST3GAL4
0.72640944,11.308346,C81H147N3O31 (HMDB04861),NEU3 NEU4 GLB1 ST8SIA1 NEU1 NEU2 ST3GAL5 B3GALT4 ST3GAL1 LCT ST3GAL4
0.72592056,11.308953,C79H143N3O31 (HMDB04863),NEU3 NEU4 GLB1 ST8SIA1 NEU1 NEU2 ST3GAL5 B3GALT4 ST3GAL1 LCT ST3GAL4
0.72587115,11.308916,C80H145N3O31 (HMDB04865),NEU3 NEU4 GLB1 ST8SIA1 NEU1 NEU2 ST3GAL5 B3GALT4 ST3GAL1 LCT ST3GAL4
-15.326017,6.7639,Lactosylceramide (d18:1/12:0) (HMDB04866),HEXA HEXB NEU3 NEU4 GLB1 NEU1 NEU2 B3GNT5 ST3GAL5 GLA B4GALNT1 LCT A4GALT B4GALT6
-15.325165,6.765627,C54H101NO13 (HMDB04872),HEXA HEXB NEU3 NEU4 GLB1 NEU1 NEU2 B3GNT5 ST3GAL5 GLA B4GALNT1 LCT A4GALT B4GALT6
-15.327256,6.762801,C56H105NO13 (HMDB04873),HEXA HEXB NEU3 NEU4 GLB1 NEU1 NEU2 B3GNT5 ST3GAL5 GLA B4GALNT1 LCT A4GALT B4GALT6
-15.327118,6.7641344,C56H107NO13 (HMDB04874),HEXA HEXB NEU3 NEU4 GLB1 NEU1 NEU2 B3GNT5 ST3GAL5 GLA B4GALNT1 LCT A4GALT B4GALT6
-15.326073,6.7653923,C55H105NO13 (HMDB04876),HEXA HEXB NEU3 NEU4 GLB1 NEU1 NEU2 B3GNT5 ST3GAL5 GLA B4GALNT1 LCT A4GALT B4GALT6
-14.478512,7.9018555,C50H92N2O18 (HMDB04888),NEU3 NEU4 GLB1 HEXA GM2A NEU1 NEU2 HEXB ST3GAL5 B4GALNT1 LCT
-14.481287,7.902866,C56H102N2O18 (HMDB04889),NEU3 NEU4 GLB1 HEXA GM2A NEU1 NEU2 HEXB ST3GAL5 B4GALNT1 LCT
-14.478343,7.8998327,C54H100N2O18 (HMDB04890),NEU3 NEU4 GLB1 HEXA GM2A NEU1 NEU2 HEXB ST3GAL5 B4GALNT1 LCT
-14.478257,7.901928,C56H104N2O18 (HMDB04891),NEU3 NEU4 GLB1 HEXA GM2A NEU1 NEU2 HEXB ST3GAL5 B4GALNT1 LCT
-14.484492,7.9064164,C58H108N2O18 (HMDB04892),NEU3 NEU4 GLB1 HEXA GM2A NEU1 NEU2 HEXB ST3GAL5 B4GALNT1 LCT
-14.483955,7.905191,C60H112N2O18 (HMDB04893),NEU3 NEU4 GLB1 HEXA GM2A NEU1 NEU2 HEXB ST3GAL5 B4GALNT1 LCT
-14.486361,7.909061,C62H114N2O18 (HMDB04894),NEU3 NEU4 GLB1 HEXA GM2A NEU1 NEU2 HEXB ST3GAL5 B4GALNT1 LCT
-14.4936,7.8964434,C64H118N2O18 (HMDB04895),NEU3 NEU4 GLB1 HEXA GM2A NEU1 NEU2 HEXB ST3GAL5 B4GALNT1 LCT
-14.480034,7.901202,C64H120N2O18 (HMDB04896),NEU3 NEU4 GLB1 HEXA GM2A NEU1 NEU2 HEXB ST3GAL5 B4GALNT1 LCT
-14.4795885,7.9008036,C62H116N2O18 (HMDB04897),NEU3 NEU4 GLB1 HEXA GM2A NEU1 NEU2 HEXB ST3GAL5 B4GALNT1 LCT
-14.496547,7.9201736,C63H118N2O18 (HMDB04898),NEU3 NEU4 GLB1 HEXA GM2A NEU1 NEU2 HEXB ST3GAL5 B4GALNT1 LCT
-13.857619,7.228198,C61H109N3O26 (HMDB04936),ST8SIA1 HEXA HEXB B3GALT4 NEU3 NEU4 GLB1 GM2A NEU1 NEU2 ST3GAL5 B4GALNT1 LCT
-13.869481,7.2236037,C67H119N3O26 (HMDB04937),ST8SIA1 HEXA HEXB B3GALT4 NEU3 NEU4 GLB1 GM2A NEU1 NEU2 ST3GAL5 B4GALNT1 LCT
-13.891717,7.196515,C65H117N3O26 (HMDB04938),ST8SIA1 HEXA HEXB B3GALT4 NEU3 NEU4 GLB1 GM2A NEU1 NEU2 ST3GAL5 B4GALNT1 LCT
-13.853719,7.2164845,C67H121N3O26 (HMDB04939),ST8SIA1 HEXA HEXB B3GALT4 NEU3 NEU4 GLB1 GM2A NEU1 NEU2 ST3GAL5 B4GALNT1 LCT
-13.858262,7.2363033,C71H129N3O26 (HMDB04941),ST8SIA1 HEXA HEXB B3GALT4 NEU3 NEU4 GLB1 GM2A NEU1 NEU2 ST3GAL5 B4GALNT1 LCT
-13.863729,7.2125177,C73H131N3O26 (HMDB04942),ST8SIA1 HEXA HEXB B3GALT4 NEU3 NEU4 GLB1 GM2A NEU1 NEU2 ST3GAL5 B4GALNT1 LCT
-13.866522,7.2174735,C75H135N3O26 (HMDB04943),ST8SIA1 HEXA HEXB B3GALT4 NEU3 NEU4 GLB1 GM2A NEU1 NEU2 ST3GAL5 B4GALNT1 LCT
-13.858421,7.2101097,C75H137N3O26 (HMDB04944),ST8SIA1 HEXA HEXB B3GALT4 NEU3 NEU4 GLB1 GM2A NEU1 NEU2 ST3GAL5 B4GALNT1 LCT
-13.866342,7.219432,C73H133N3O26 (HMDB04945),ST8SIA1 HEXA HEXB B3GALT4 NEU3 NEU4 GLB1 GM2A NEU1 NEU2 ST3GAL5 B4GALNT1 LCT
-13.8498535,7.2012005,C74H135N3O26 (HMDB04946),ST8SIA1 HEXA HEXB B3GALT4 NEU3 NEU4 GLB1 GM2A NEU1 NEU2 ST3GAL5 B4GALNT1 LCT
2.99763,22.783533,Ceramide (d18:1/12:0) (HMDB04947),ASAH2 ASAH3 GBA CERK ASAH3L MGC26963 ASAH1 SMPD4 SMPD3 GALC UGCG UGT8 ASAH2C PPAP2A COL4A3BP TMEM23 SMPD2 PPAP2C PPAP2B SMPD1 ENPP7 LCT
2.9810345,22.78091,Ceramide (d18:1/9Z-18:1) (HMDB04948),ASAH2 ASAH3 GBA CERK ASAH3L MGC26963 ASAH1 SMPD4 SMPD3 GALC UGCG UGT8 ASAH2C PPAP2A COL4A3BP TMEM23 SMPD2 PPAP2C PPAP2B SMPD1 ENPP7 LCT
2.9951189,22.772621,Ceramide (d18:1/16:0) (HMDB04949),MCCC1 MCCC2 MGC26963 GALC ASAH2C PPAP2A LARS2 PPAP2C IVD PPAP2B LCT ASAH2 ASAH3 GBA CERK ASAH3L ASAH1 SMPD4 SMPD3 UGCG UGT8 AUH COL4A3BP TMEM23 SMPD2 LARS SMPD1 ENPP7
2.9963992,22.783009,Ceramide (d18:1/18:0) (HMDB04950),ASAH2 ASAH3 GBA CERK ASAH3L MGC26963 ASAH1 SMPD4 SMPD3 GALC UGCG UGT8 ASAH2C PPAP2A COL4A3BP TMEM23 SMPD2 PPAP2C PPAP2B SMPD1 ENPP7 LCT
2.9964588,22.779657,Ceramide (d18:1/20:0) (HMDB04951),ASAH2 ASAH3 GBA CERK ASAH3L MGC26963 CROT ASAH1 SMPD4 SMPD3 GALC UGCG UGT8 ASAH2C PPAP2A COL4A3BP TMEM23 SMPD2 PPAP2C PPAP2B SMPD1 ENPP7 LCT
2.9964075,22.782803,Ceramide (d18:1/22:0) (HMDB04952),ASAH2 ASAH3 GBA CERK ASAH3L MGC26963 ASAH1 SMPD4 SMPD3 GALC UGCG UGT8 ASAH2C PPAP2A COL4A3BP TMEM23 SMPD2 PPAP2C PPAP2B SMPD1 ENPP7 LCT
3.0067105,22.792767,Ceramide (d18:1/24:1(15Z)) (HMDB04953),ASAH2 ASAH3 GBA CERK MGC26963 ASAH1 SMPD4 SMPD3 GALC UGCG UGT8 PPAP2A COL4A3BP TMEM23 SMPD2 PPAP2C PPAP2B SMPD1 ENPP7 LCT
2.996234,22.78208,Ceramide (d18:1/26:1(17Z)) (HMDB04954),ASAH2 ASAH3 GBA CERK MGC26963 ASAH1 SMPD4 SMPD3 GALC UGCG UGT8 PPAP2A COL4A3BP TMEM23 SMPD2 PPAP2C PPAP2B SMPD1 ENPP7 LCT
2.9968457,22.783108,Ceramide (d18:1/26:0) (HMDB04955),ASAH2 ASAH3 GBA CERK ASAH3L MGC26963 ASAH1 SMPD4 SMPD3 GALC UGCG UGT8 ASAH2C PPAP2A COL4A3BP TMEM23 SMPD2 PPAP2C PPAP2B SMPD1 ENPP7 LCT
3.0192103,22.80517,Ceramide (d18:1/24:0) (HMDB04956),ASAH2 ASAH3 GBA CERK ASAH3L MGC26963 ASAH1 SMPD4 SMPD3 GALC UGCG UGT8 ASAH2C PPAP2A COL4A3BP TMEM23 SMPD2 PPAP2C PPAP2B SMPD1 ENPP7 LCT
3.0175529,22.803493,Ceramide (d18:1/25:0) (HMDB04957),ASAH2 ASAH3 GBA CERK ASAH3L MGC26963 ASAH1 SMPD4 SMPD3 GALC UGCG UGT8 ASAH2C PPAP2A COL4A3BP TMEM23 SMPD2 PPAP2C PPAP2B SMPD1 ENPP7 LCT
2.014214,-19.680557,Codeine (HMDB04995),UGT2B11 UGT2B10 UGT2A1 UGT2B15 UGT1A1 CYP3A43 UGT2B17 OPRK1 CYP4B1 OPRM1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2S1 CYP1A2 CYP1A1 UGT2B4 CYP2E1 UGT1A10 OPRD1 UGT2B28 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2B6 CYP2A13 CYP2D6 UGT1A6 UGT1A5 UGT2A3 CYP1B1 UGT1A4 UGT1A3 UGT1A9 CYP2F1 UGT1A8 CYP2J2 UGT1A7
1.1736202,7.199018,Loperamide (HMDB04999),POMC GRIN2B MPG OPRD1 GRIN2A CACNA1A OPRM1 CYP3A4 GRIN2D GRIN2C PGM2L1 CALM1
0.35107496,7.0677476,Atorvastatin (HMDB05006),CRP RHOA PPARA PON1 VEGF SERPINE1 COL13A1 HMGCR TNF CYP3A4 AGT PPARG MCM6 CCL2 MCM7 CD40LG APOB
-0.17519525,5.649013,Simvastatin (HMDB05007),RHOA PPARA VEGF MMP3 F2 MMP9 AGT BMP2 IL6 CYP2C8 IL8 IFNG LTB ITGB2 CD40 SERPINE1 COL13A1 HMGCR TNF CYP3A4 ICAM1 MAPK3 CASP3 RAC1 CCL2
0.024489187,6.083631,"2-methyl-4-(4-methylpiperazin-1-yl)-10H-thieno[2,3-b][1,5]benzodiazepine (HMDB05012)",CHRM3 CHRM4 CHRM1 CHRM2 CHRM5 HTR2C HTR2A ADRA1B HRH1 CYP1A2 DRD1 DRD2 DRD3 DRD4
3.306686,-12.864254,Citalopram (HMDB05038),CYP3A43 CYP4B1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2S1 CYP1A2 CYP1A1 CYP2E1 MAOB MAOA CYP3A4 CYP3A5 CYP2C19 CYP19A1 SLC6A4 CYP3A7 CYP4Z1 CYP4X1 CYP2B6 CYP2A13 CYP2D6 CYP1B1 CYP2F1 CYP2J2
3.109117,-12.630073,"(5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyeicosa-5,8,13-trienoic acid (HMDB05050)",CYP3A43 CYP4B1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP4Z1 CYP4X1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2B6 CYP2S1 CYP2A13 CYP2D6 CYP1A2 CYP1A1 CYP1B1 CYP2E1 CYP2F1 CYP2J2
28.524155,-2.3819606,TG(16:0/16:0/18:0)[iso3] (HMDB05357),CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.545126,-2.3596597,TG(16:0/16:0/20:0)[iso3] (HMDB05358),CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.512041,-2.3960183,TG(16:0/16:0/16:1(9Z))[iso3] (HMDB05359),CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.551514,-2.3523824,TG(16:0/16:0/18:1(9Z))[iso3] (HMDB05360),CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.513039,-2.393228,TG(16:0/16:0/20:1(11Z))[iso3] (HMDB05361),CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.54594,-2.3521426,"TG(16:0/16:0/18:2(9Z,12Z))[iso3] (HMDB05362)",CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.523695,-2.381336,"TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3] (HMDB05363)",CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.519798,-2.3928592,TG(16:0/18:0/18:0)[iso3] (HMDB05365),CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.514011,-2.383663,TG(16:0/18:0/20:0)[iso6] (HMDB05366),CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.531654,-2.386095,TG(16:0/18:0/18:1(9Z))[iso6] (HMDB05367),CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.53861,-2.3671768,TG(16:0/18:0/20:1(11Z))[iso6] (HMDB05368),CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.536171,-2.3649673,"TG(16:0/18:0/18:2(9Z,12Z))[iso6] (HMDB05369)",CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.561337,-2.3493562,"TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6] (HMDB05370)",CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.55332,-2.3577347,TG(16:0/20:0/20:0)[iso3] (HMDB05371),CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.51939,-2.3770032,TG(16:0/20:0/20:1(11Z))[iso6] (HMDB05372),CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.543142,-2.3689032,"TG(16:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6] (HMDB05373)",CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.539135,-2.364126,TG(16:0/16:1(9Z)/18:0)[iso6] (HMDB05374),CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
28.552296,-2.350531,TG(16:0/16:1(9Z)/20:0)[iso6] (HMDB05375),CES1 PNLIPRP2 CPT1B CPT1A PNLIPRP1 DGAT2 DGAT1 MTTP LPL CEL LIPC LIPA LIPG LIPF LIPE CPT2 PNPLA2 PNPLA3 PNLIP
