x,y,Name,Genes
9.907599,13.968577,RPL7L1,ZNF771 DDX27 NOP16 IMP3 IMP4 DDX24 DDX21 PAPD5 GNL3 REXO4 RPF2 GLTSCR2 DHX30 MYBBP1A DKC1 PES1 RPS5 RRS1 GZF1 LYAR
7.2012043,14.1598835,HNRNPH1,SYNCRIP HNRNPK HNRNPA2B1 HNRNPH2 HNRNPA1L2 TARDBP SKIV2L2
9.053667,16.356861,SERBP1,TTC37 NPM1 NPM3 RPS8 RPL21 RPS9 RPS6 RPL24 EIF1AX RPL23 RPS3A RPL27A DHX29 RPS20 RPL27 RPS23 RPS25 CCDC124 RPL6 MPG RPL3 RPL4 RPL30 RPLP0 DDX47 RPL10 RPL35 RPL13 RTCB HNRNPU RPL10A RPL9 RPS16 RPS4X RPS18 RPL18A RPS19 G3BP1 RPL14 RPL36 RPS3 RACK1 RPS15A ZNF622 RPL18 RPL7A RPS14 RPS13
7.1246357,15.960196,CDC40,AQR ISY1 DHX8 BUD31 CDC5L CWC15 CRNKL1 XAB2 SNW1 RAB43 SYF2 CCDC12 PPIE RBM22 BCAS2
8.486969,14.395156,RING1,RNF2 RYBP PCGF5 CBX4 YAF2
7.269578,15.425179,DDX23,PRPF6 HNRNPM SART1 PRPF8 SF3A3 USP39 PRPF31 PRPF40A SNRPB2
7.2055345,15.465399,WBP11,PRPF6 PRPF8 SF3A3 PRPF31 ACIN1 SRSF6 SF3A1 SF3B2
10.603278,13.112302,NOL6,NPM1 RPS7 RPS3A GNL3 MYBBP1A PABPC4 TSR1 RPS25 RBM28 RPL6 RPL3 RPL30 RPLP0 RPL10 DDX24 HNRNPU RRBP1 RPL7 FBL RRP9 LARP1 RPS4X DHX57 RPS5 RPS14
6.8678374,12.138451,NDUFB8,NDUFA8 NDUFA7 NDUFS8 NDUFB5 NDUFB4 NDUFS4 NDUFS3 NDUFB1
2.2287927,16.613508,MRPS30,MRPL28 MRPS18A MRPL27 MRPL24 MRPL22 MRPL23 MRPL32 MRPL30 MRPL39 MRPL37 MRPL38 MRPL35 YARS2 MRPL33 MRPL34 MRPL42 MRPL43 MRPL40 MRPL41 ICT1 GADD45GIP1 MTERF3 MRPL48 MRPL46 MRPL47 MRPL44 MRPL53 MRPL54 MRPL10 MRPL51 MRPL52 MRPL50 MRPL19 MRPL17 MRPL18 MRPL15 MALSU1 MRPL16 MRPL1 MRPL13 MRPL57 MRPL14 MRPL55 MRPL11 MRPL12 NGRN MRPL20 MRPL4 MRPL21 MRPL3 MRPL2 MRPL9
7.2766967,13.662552,CERCAM,ARSA NAGLU FUT11 MAN2B1 SGSH
8.070382,15.786348,PSMA5,PSMB8 PSMB3 PSMB1 PSME4 FBXO7 PSMB10
11.234969,12.329959,BRIX1,UPF1 IMP3 IMP4 DDX31 GNL3 REXO4 LARP7 GTPBP4 MRTO4 NSA2 DKC1 RPL7L1 RPL26 PABPC4 RPL26L1 STAU2 NIP7 ZC3HAV1 NOC4L RPF2 DHX30 HERC5 LLPH RPL36A PES1 RPS5 RPL17 RRS1 SF3B2 LYAR MYEF2 NOP16 DDX56 CCDC137 PAPD5 MRPS22 MINA RRP1B NOC3L FTSJ3 WDR12 GLTSCR2 MOV10 EBNA1BP2 MYBBP1A TSR1 GZF1 NOP56 RPS24 FYTTD1 RBM28 RRP8 ZNF771 DDX27 WHSC1 MPHOSPH10 DDX24 DDX21 RRP9 LARP1 DHX57
2.7558982,16.16336,YARS2,TRUB2 MRPL4 MRPL32 WBSCR16 ICT1 MRPL50 MTERF3 MRPL19 MALSU1 MRPL13 MRPL14
2.9661388,15.915095,WBSCR16,TRUB2 MRPL4 MRPL32 ICT1 MRPL50 PTCD1 MTERF3 MRPL19 MRPL28 MRPL13 MRPL47
7.5940275,13.186969,PPIF,CNN3 HINT1 LYPLA1 GOT2 TALDO1 GLRX
10.756116,13.045406,NSA2,NOP16 IMP3 IMP4 PAPD5 MRPS22 GNL3 REXO4 LARP7 GLTSCR2 EBNA1BP2 MYBBP1A DKC1 RPL7L1 GZF1 NOP56 FYTTD1 RPL26L1 RBM28 ZNF771 DDX27 STAU2 MPHOSPH10 DDX24 DDX21 RPF2 DHX30 PES1 RPS5 RRS1 LYAR
8.43843,12.109067,POLR3G,POLR3B POLR3C CRCP POLR3D POLR1C POLR3H
7.890868,14.4682455,STX12,GOSR1 STX6 VTI1A STX10 OPTN TBC1D17
8.462247,15.244921,CNOT10,CNOT6L CNOT6 CNOT7 CNOT8 CNOT2 CNOT3 RQCD1 CNOT11 TNKS1BP1
7.9340706,14.032226,CEP170,RUFY2 PCYT1A FRAT2 NIN KIFC3 RFWD3 DAPK3 CEP170B BEGAIN SYNE2
8.125633,14.93725,PHF5A,SF3B5 SF3A2 SF3B4 SF3A3 PRPF31 SNRPB2 SF3A1 SF3B2
9.646926,16.316898,DRG1,GNL3L NTMT1 DDX47 LRRC41 ZNF622 ZC3H15 RPS13
9.9907255,13.8035345,DDX27,RBM28 ZNF771 STAU2 IMP3 IMP4 MPHOSPH10 DDX21 PAPD5 MINA RPF2 DHX30 RPS17 EBNA1BP2 MYBBP1A DKC1 PES1 RPS5 GZF1 LYAR NOP56 FYTTD1
7.0748,15.435576,SNU13,CPSF6 DDX3X TCERG1 SF3A3 USP39 DDX5 DDX17 SRRT DDX23 THOC2 CDC5L PRPF40A CDC73 EFTUD2 PRPF6 SART1 PRPF8 PRPF19 SNRPD2 SNRPD1 DHX15 PRPF31
9.394225,17.671621,RPS4X,EIF5B TUFM SND1 RPS8 RPL21 RPS9 MINA RPS3A RPS27 EBNA1BP2 RPL27A FAU TSR1 HNRNPC RPS20 RPS25 RPL3 RPL30 RPL11 RPL10 RPLP2 RPL13 HNRNPU RPF2 RPL36AL G3BP1 PES1 RPL37 RPS5 RPL14 RPL39 RPS3 RPS15A RPS27A
9.183105,12.382154,MOB4,PPP2CB STRIP2 SLMAP STRN STRN3 CTTNBP2NL
12.675091,10.73128,PUM3,RPS8 RPL21 RPS9 ZBTB11 KNOP1 GTPBP4 MRTO4 BOP1 LIN28B XRN2 DKC1 RPL7L1 RPL26 CCDC86 RPL28 POP1 RPL27 RPL26L1 STAU1 STAU2 RPL11 NIP7 RPL13 DHX30 HERC5 PURA PES1 RPL15 RPL14 RPL17 ZNF668 RPS3 RPL19 RPL18 NOP16 SURF6 DDX56 CCDC137 DDX54 DDX50 FTSJ3 GLTSCR2 MOV10 NOL12 RPS23 RSL24D1 GLYR1 RPS24 RPL6 RRP8 ZNF771 RPL31 PWP1 RPL3 RPL4 RPL30 WHSC1 RPL32 ZNF22 PPAN RPL9 TTF1 RPL7 RRP9 RPL8 RPS16 LARP1 RPS15 RPS18 C7ORF50 RPS19 BRIX1 RPL36 RPS10 RPL13A DDX31 RPS3A GNL3 REXO4 GNL2 WDR36 NSA2 CEBPZ ZNF512 HP1BP3 NVL NOP2 PAK1IP1 ZC3HAV1 CTCF RPF1 RPF2 LLPH GAR1 RRS1 RPS15A DDX18 NOP58 MYEF2 KRR1 DDX10 PAPD5 RPL23A NOC3L RSL1D1 EBNA1BP2 MYBBP1A ESF1 NOP56 RBM28 DDX27 RPLP0 RPLP2 RPLP1 DDX24 DDX21 RPL10A NOC2L KRI1 RPS4X RPL18A NKRF RRP15 RRP12 NIFK RBM34
-0.13240406,10.476072,PLXNA3,GALNT13 CNTNAP3 CHST10 ENTPD6 CACNA2D2 PLXNA1
8.533881,12.94269,IMP3,RBM28 DHX30 MYBBP1A DKC1 IMP4 MPHOSPH10 NOL10 RPS5 PAPD5 LARP7 LYAR RPF2
5.654075,11.357736,CCNA2,CDT1 CDKN1B CDKN1C CCNB1 GMNN CCNE2 CCNE1 CDK3 CKS1B CDK2 CDK1 SKP2
2.249135,16.219542,MRPL18,MTERF3 MRPL28 MRPL48 MRPS18A MRPL27 MRPL24 MRPL46 MRPL47 MRPL22 MRPL10 MRPL32 MRPL51 MRPL30 MRPL50 MRPL19 MRPL17 MRPL39 MRPL37 MRPL38 MRPL16 MRPL35 MRPL13 MRPL57 MRPL14 MRPL55 MRPL11 MRPL34 MRPL12 MRPL20 MRPL4 MRPL21 MRPL43 MRPL3 MRPL41 MRPL2 MRPL9 ICT1
6.547963,13.069594,ZNF219,HDAC2 MBD2 MBD3 GATAD2A CHD5 GATAD2B MTA2 RBBP4 CDK2AP1 RBBP7 TRIM27 MTA3 ZNF423
8.909795,14.842844,BRMS1,SAP130 SIN3A BRMS1L SUDS3 ARID4A ARID4B SAP30
7.439055,14.570838,CBX8,RNF2 PHC3 PHC2 CBX4 RING1 BMI1
7.554907,10.958992,DPF2,SS18L1 BCL7B ACTL6A SMARCE1 ARID1A SMARCA4
8.420767,12.983388,UBE2V1,FAHD1 QDPR HSD17B14 SORD DYNLRB2 UBE2N
7.5750785,14.101623,HNRNPF,SYNCRIP HNRNPK HNRNPA2B1 HNRNPH1 HNRNPH2 HNRNPA1L2 HNRNPA3 SKIV2L2
7.436892,14.703324,PPIE,AQR RAB43 DHX8 PRPF19 CCDC12 ZNF830
1.8826811,16.668503,MRPL11,MRPL28 MRPL48 MRPS18A MRPL24 MRPL47 MRPL22 MRPL54 MRPL10 MRPL32 MRPL30 WBSCR16 MRPL50 MRPL19 MRPL38 MRPL13 MRPL57 MRPL14 MRPL55 MRPL34 MRPL4 MRPL21 MRPL43 MRPL3 MRPL2 MRPL9 ICT1
8.033991,15.559214,PPP1R7,PPP1CC PPP1R2 PPP1R11 PPP1CA PPP1CB
8.635291,12.350264,POLR3K,POLR3B POLR3C CRCP POLR3D POLR1C POLR3H GPN1
7.3679104,13.105961,POLR1A,RRN3 ZNRD1 POLR1B TWISTNB POLR1D POLR2E POLR2F POLR2H POLR2K POLR2L
9.896214,14.943159,MED16,CDK19 MED4 MED9 MED17 MED27 MED6 MED7 MED12L MED29 MED13 MED12 MED23 MED15 MED14 MED25 MED31 MED20 MED22
8.816918,14.378982,CTBP1,ZEB1 ZBTB18 TRPS1 RREB1 HIC2
5.247406,14.665201,RBM39,DDX46 PPIG SRSF5 PRPF40A SRSF6 CDC73 SRSF11
7.505112,13.090329,EMC8,MMGT1 EMC1 EMC2 EMC3 EMC6
9.321408,10.439713,MYO18A,MYL6 LIMCH1 ACTA1 SPECC1L ACTG1 MYH9 LRRFIP2 MISP LIMA1
6.6006002,13.887346,HIST1H1C,RPL6 RPS4X NPM1 RPL30 RPLP0 RPL22L1 RPS15A SLC25A6 RPS25
2.2828863,16.162273,MRPL16,MRPL28 MRPL48 MRPS18A MRPL27 MRPL24 MRPL46 MRPL47 MRPL22 MRPL53 MRPL54 MRPL10 MRPL32 MRPL51 MRPL30 MRPL52 MRPL50 MRPL19 MRPL17 MRPL39 MRPL37 MRPL38 MRPL35 MRPL13 MRPL57 MRPL14 MRPL33 MRPL55 MRPL11 MRPL34 MRPL12 MRPL20 MRPL4 MRPL21 MRPL43 MRPL3 MRPL41 MRPL2 MRPL9 ICT1
7.98762,14.147265,FSCN1,PPIA NECAP2 CELF1 WDR82 PITPNA UBE2M
8.821592,15.549718,ATP5A1,TUFM RPL21 RPS3A ATP5F1 HADHA UQCRC2 FAU SLC25A6 RPS25 SLC25A4 RPL3 ACADVL HSP90AB1 RPLP2 RPL13 YBX1 ATP5L DLST ATP5C1 ATP2A2 RPL10A ATP5O ATP5E RPL14 RPS3
9.604658,16.424515,RPS10,SSB TUFM SND1 NSUN2 BTF3 RPS8 RPL22 RPL21 RPS9 RPS6 RPL24 EIF1AX RPL23 RPS7 RPL13A RPS3A RPSA RPL37A NAT10 MTHFD1 RPL26 FAU HNRNPC PABPC1 RPL27 RPL11 DDX47 RPL10 RPL13 RPL12 HNRNPU PES1 RPL15 RPS5 RPL14 RPS3 RPS15A ZNF622 RPL18 RPS27A NPM1 RPL35A RPL23A RPS26 RPS29 RPL27A CANX TSR1 RPS20 RPS23 EIF3B RPS25 RPL6 RPL31 RPL3 RPL4 RPL30 RPLP0 RPL35 RPLP2 YBX1 RPL10A RPL9 RPL7 RPL8 RPS16 RPS4X RPS15 RPS18 RPS17 RPL18A RPS19 RRP15 RPL36 RPL39 RACK1 RPS12 RPS11 RPL7A RPS14 RPS13
11.862737,11.589483,TTF1,DDX31 GNL3 REXO4 LARP7 GTPBP4 NSA2 BOP1 LIN28B DKC1 RPL7L1 ZCCHC9 NIP7 ZC3HAV1 RPF2 DHX30 LLPH RPL36A PES1 RPL15 GAR1 RPL17 RRS1 LYAR MYEF2 NOP16 SURF6 DDX56 CCDC137 DDX10 PAPD5 NOC3L FTSJ3 GLTSCR2 EBNA1BP2 MYBBP1A NOL12 GZF1 GLYR1 RPS24 FYTTD1 RBM28 RRP8 ZNF771 DDX27 ZNF770 WHSC1 DDX24 DDX21 RRP9 BRIX1 RPS13
9.4226265,9.897766,ST5,MYO1C MYO5B CORO1C LIMA1 PPP1CB
5.785889,15.1059885,SRSF1,RBM39 THOC2 PPHLN1 PRPF40A WBP11 SRRM2 CLK2 PTMA PRPF8 THRAP3 MKRN1 PPIG SRSF3 RNPS1 SRSF4 ACIN1 SRSF5 SRSF6 SRSF7 SRSF8 LUC7L3 DDX46 SRSF2 CDC73 PNN EFTUD2 U2AF1L5 KIAA1429 SNRNP70 TRA2B LUC7L ZC3H14 SRSF11
12.163519,11.468266,KRI1,UPF1 IMP3 RBM19 DDX31 GNL3 REXO4 LARP7 GTPBP4 MRTO4 NSA2 LIN28B XRN2 DKC1 RPL26 PABPC4 ZNF512 RPL26L1 STAU2 NIP7 YTHDC2 ZC3HAV1 ZC3H8 DHX30 HERC5 LLPH ZNF629 PURA RPL15 GAR1 RPS5 RPL17 SF3B2 LYAR DDX18 NOP16 MRPS26 SURF6 CCDC137 DDX10 FTSJ3 GLTSCR2 MOV10 EBNA1BP2 MYBBP1A TSR1 GZF1 GLYR1 NOP56 RPS24 FYTTD1 RBM28 ZNF574 RRP8 LTV1 ZNF771 DDX27 MPHOSPH10 DDX24 DDX21 NOC2L LARP1 NKRF DHX57 BMS1 BRIX1 IGF2BP3 RPS13
9.220745,14.645498,EIF3K,EIF3A EIF3L EIF3H EIF3F EIF3CL EIF3G EIF3D EIF3E EIF3C PRRC2B
8.733033,13.824843,CSNK2A2,CSNK2B GPATCH2 FBRSL1 GPATCH2L VSX1 NKAP
10.326377,15.103483,MED8,MED1 CDK19 MED4 MED9 MED13L MED28 MED27 MED6 MED7 MED29 MED24 MED23 CDK8 MED25 MED20 MED22 MED21 CCNC MED17 MED16 MED19 MED12L MED18 MED13 MED12 MED15 MED14 MED31 MED30 MED11 MED10
-2.239175,9.979575,EPB41L1,GNG2 RAB3A MAPT DPYSL3 CAMK2A VSNL1 HIST1H2BL NCALD STX1B SYN1 SNCB
10.520406,16.30744,PSMD13,PSMD12 PSMD14 PSMC3 PSMD4 UCHL5 PAAF1
7.8974123,16.492958,PSMF1,PSMB9 PSMB7 PSMA6 PSMA7 PSMB5 PSMA5 PSMB3 PSMA3 PSMB1 PSME4 PSMB2 PSMA1 PSME2 FBXO7 PSMG2
8.711507,14.642051,CCNH,CDK7 ERCC5 ERCC2 MNAT1 GTF2H5
7.4582663,11.23741,SMARCD2,SS18 TBL1XR1 SMARCD3 BCL7B ACTL6A SMARCE1 DPF2 ARID1A SMARCA2 BRD7 SMARCA4
7.3601875,15.137402,XAB2,AQR SF3A2 SF3A3 DHX8 DDX23 EFTUD2 PRPF8 RAB43 PRPF19 DHX35 DHX15 PRPF31 CCDC12 SF3A1 ZNF830 PPIE
8.970197,14.934776,ZNF24,ZBED9 ZNF174 ZSCAN32 SCAND1 ZNF446 PGBD1
6.6869473,12.038264,ATP5F1,ATP5L ATP5C1 ATP5J ATP5I ATP5O
7.6636543,11.233289,SMARCD3,TBL1XR1 BCL7B SMARCE1 ARID1A SMARCA2 SMARCA4
7.9899297,15.801238,PSMB4,CDK18 AKIRIN2 CEP120 PSMB9 PSMA8 PSMB10 PSMA7 PSMB3 PSME4 PSME2 PSMF1 FBXO7 PSMG2 PSME1
6.1451654,5.5089307,MRPS2,DAP3 MRPS27 MRPS28 MRPS14 MRPS25 MRPS26 MRPS23 MRPS35 MRPS21 MRPS33 MRPS22 MRPS18B MRPS7 MRPS9
10.348637,14.081253,MYEF2,RBM28 ZNF771 DDX27 CCDC137 ZC3HAV1 PAPD5 REXO4 RPF2 DHX30 HERC5 EBNA1BP2 MYBBP1A DKC1 PES1 FYTTD1
9.143757,10.888409,GUSB,NID1 NAGLU FUT11 EDEM3 PCSK6 MEGF8 UGGT2 SGSH FOXRED2 SIAE
8.311669,11.82547,GPN1,POLR3D POLR1C POLR2E POLR2F POLR2G RPAP2
6.361669,13.454977,BTF3,RPS8 RPL21 RPS9 RPL23A RPS3A CANX RPS20 RPS25 RPL6 RPL30 HSP90AB1 RPL10 RPLP2 RPL13 RPL12 RPL34 HNRNPU YBX1 DLST ATP5A1 RPL10A ATP5O RPL7 G3BP1 G3BP2 RPS5 RPL14 RPL39 RPS3 RPS15A RPS27A
10.934721,16.658886,PSMD1,PSMD13 PSMD7 PSMD12 PSMD14 PSMC2 PSMD3 PSMC3 PSMD4 PSMC1 PSMD2 UCHL5 PAAF1
10.475082,12.976012,EBNA1BP2,RPL3 RPL30 STAU2 RPL11 RPL21 RPS9 RPLP2 MPHOSPH10 PAPD5 LARP7 RPF2 DHX30 MYBBP1A DKC1 RPL27A PES1 RPS15A LYAR NOP56 FYTTD1
8.241847,10.325011,GSTO1,PARK7 ENO1 ENO3 TKT GPI
6.081085,5.901436,MRPS22,RBM28 DAP3 DHX30 DDX27 EBNA1BP2 MYBBP1A MRPS35 MRPS21 DDX21 MRPS33 MRPS7
2.0833695,16.624754,GADD45GIP1,MRPL28 MRPL48 MRPS18A MRPL27 MRPL24 MRPL46 MRPL47 MRPL22 MRPL10 MRPL32 MRPL51 MRPL30 MRPL50 MRPL19 MRPL17 MRPL39 MRPL18 MRPL37 MRPL38 MRPL16 MRPL35 MRPL13 MRPL57 MRPL14 MRPL33 MRPL55 MRPL11 MRPL34 MRPL12 MRPL20 MRPL4 MRPL21 MRPL43 MRPL3 MRPL40 MRPL41 MRPL2 MRPL9 ICT1
-2.153733,10.071437,DPYSL3,DPYSL2 HPCA MAPT VSNL1 STX1B SYN1 SNCB
-2.1688714,10.052082,L1CAM,NAPB HPCA CAMK2A NCALD ANK2 SNAP91 SYN1 MAPT DPYSL3 VSNL1 CDH13 STX1B DNM1L SNCB
8.620818,11.85374,POLR2D,POLR2A POLR2B RPRD1A RPRD2 POLR2G GPN1 MYZAP RPRD1B POLR2I RPAP2 POLR2J
7.501893,14.758651,NFRKB,INO80C INO80E ACTR5 INO80 UCHL5
10.842503,16.533304,PSMC5,PSMD10 PSMD13 PSMD12 PSMD14 PSMD9 PSMC6 PSMD7 PSMD5 PSMC2 PSMD3 PSMC3 PSMD4 PSMD1 PSMC1 PSMD2 PAAF1
9.25532,10.257503,TXNDC16,COL18A1 POGLUT1 GALNS ARSK FUT11 CERCAM SIAE
7.3274236,13.525343,STX5,VAMP8 GOSR1 STX8 GOSR2 STX7 STX6 VTI1A STX10 SEC22B
9.064581,15.096662,CNOT7,CNOT6L CNOT6 CNOT2 CNOT3 RQCD1 CNOT11 TOB2 TNKS1BP1
8.650788,10.568742,MPPED1,MPPED2 PHKG2 PHKA2 PHKB PHKA1 NR2F6
5.2608895,13.463562,SLC25A5,TUFM RPS8 RPL22 RPL21 RPS9 RPS7 RPL23A RPS3A RPL27A CANX RPL27 SLC25A6 RPS25 RPL6 SLC25A4 RPL3 RPL30 RPL11 RPL10 RPLP2 RPL13 YBX1 ATP5A1 ATP5C1 RPL10A ATP5O RPL7 RPS4X RPS15 RPL14 RPL39 RPS3 RPS15A RPS27A
8.596585,13.132615,DKC1,DHX30 STAU2 MPHOSPH10 PES1 PAPD5 WDR36 LARP7 RPF2 NOP56
2.2641616,16.36557,MRPL15,GADD45GIP1 MTERF3 MRPL28 MRPL48 MRPS18A MRPL27 MRPL24 MRPL46 MRPL47 MRPL22 MRPL23 MRPL53 MRPL54 MRPL10 MRPL32 MRPL51 MRPL30 MRPL52 MRPL50 MRPL19 MRPL17 MRPL39 MRPL18 MRPL37 MRPL38 MRPL16 MRPL35 MRPL13 MRPL57 MRPL14 MRPL33 MRPL55 MRPL11 MRPL34 MRPL12 NGRN MRPL20 MRPL4 MRPL21 MRPL43 MRPL3 MRPL40 MRPL41 MRPL2 MRPL9 ICT1
8.174065,12.897913,ENO3,FKBP2 TPI1 MPI TAGLN3 TKT
5.6950097,13.944894,YBX1,TUFM RPS8 RPL22 RPL21 RPS9 RPS7 RPS3A RPL27A FAU HNRNPC RPS20 RPL27 RPS25 RPL26L1 RPL3 RPL30 RPL11 HSP90AB1 RPL10 RPLP2 RPL13 RPL34 HNRNPU ATP5O RPS15 G3BP1 PES1 RPS5 RPL14 RPL39 RPS3 RPS15A
8.464425,14.193606,USP7,ZNF609 BCL6 TRIM27 ETV6 ACTL8 DHX40
10.074522,13.573913,RRS1,RBM28 ZNF771 DDX27 IMP3 MPHOSPH10 DDX21 PAPD5 MRPS22 RPF2 DHX30 EBNA1BP2 MYBBP1A DKC1 PES1 RPS5 GZF1 NOP56 FYTTD1
9.701502,14.694228,CDK19,MED23 MED14 MED17 MED12L MED29
7.7968326,13.075737,TMED10,TMED9 TMED4 TMED3 TMED2 TMED1 TICAM2 TMED5
7.394086,13.398849,ARPC4,ACTR2 PLEKHG3 ACTN4 RRM1 ACTN1 MYO5A MYO5B ARPC5 COBL SORBS2 PPP1CB SSH2 ARPC3 MYO5C ARPC2 RAI14 CALM1 ARPC1A WDR1 ARPC1B ACTG1 ARPC5L TWF1 RPAP1 CORO1B CORO1C HNRNPLL ABLIM1 CFL2 CFL1 EFHD2 EIF4E
9.958851,13.999259,PRDM15,TOE1 LTV1 ZCRB1 RPS5 TSR1 GZF1 CHERP
-2.6825783,9.474463,PRKAR2A,CDK5RAP2 AKAP9 PRKACB AKAP5 PRKACA CEP68
8.936382,12.633747,EXOC8,EXOC5 EXOC4 EXOC6B EXOC7 EXOC6 EXOC3 EXOC2
9.794106,12.371098,CDC23,ANAPC13 ANAPC15 CFAP97 ANAPC10 CDC20 FZR1 GNPTAB CDC26 CDC16 CDC27 GNPTG FBXO5 ANAPC5 ANAPC7 ANAPC1
12.162753,10.568919,DDX54,DDX31 GNL3 REXO4 GNL2 SRRM1 GTPBP4 NSA2 XRN2 DKC1 CCDC86 CEBPZ ZNF512 RPL26L1 HP1BP3 STAU1 NIP7 ZC3HAV1 ZC3H8 DHX30 ZNF629 PES1 RPL15 LYAR NOP16 SURF6 DDX56 CCDC137 DDX10 RRP1B FTSJ3 WDR12 GLTSCR2 RSL1D1 EBNA1BP2 MYBBP1A GZF1 RBM28 RRP8 ZNF771 MPHOSPH10 DDX24 DDX21 PPAN NOC2L KRI1 TTF1 NKRF BRIX1 NIFK RPS13 RBM34
10.631005,16.579779,PSMC4,PSMD11 USP14 PSMD10 PSMD13 PSMD12 PSMD14 ADRM1 UBE3A PSMA8 PSMD9 PSMC6 PSMD7 PSMD8 PSMD5 PSMC5 PSMD6 PSMC2 PSMD3 PSMC3 PSMD4 PSMD1 PSMC1 PSMD2 PAAF1
9.232961,14.008403,PDRG1,URI1 VBP1 PIH1D1 PFDN2 RPAP3
